participant_id,consent,plausible,attention_check,comp_check_1,comp_check_2,done_before,sex,age,valence,domain,prevalence,own_belief,discipline,condition,michael_would,michael_should,you_would,you_should,pass_old_imc,pass_check,agrees_with_michael
R_0D3RHeVag5JtNWt,consent,2,dax,45,1,no,female,49,accept,religious,rare,-1,neuroscience,abnormal,0,-1,-0,-0,TRUE,TRUE,FALSE
R_0BM0MF1sMpy2cxn,consent,1,dax,45,2,maybe,male,70,reject,religious,common,3,genetic,abnormal,-2,-2,0,0,TRUE,FALSE,FALSE
R_4TupUgTSpwgDDU1,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_6EhraOnRaDYItpP,consent,5,dax,45,1,no,male,20,accept,scientific,common,3,developmental,normal,-2,0,0,-2,TRUE,TRUE,TRUE
R_enG9L1GrZqNPCaV,consent,2,dax,45,1,no,female,47,accept,religious,common,3,psychological,normal,1,1,2,2,TRUE,TRUE,TRUE
R_b7cVIT2uDOf6LSB,consent,4,NA,45,1,no,male,43,reject,moral,rare,-3,developmental,abnormal,-0,-0,-0,-0,FALSE,FALSE,TRUE
R_9QqiLaRPLUEaQRv,consent,1,dax,45,1,no,female,48,reject,scientific,rare,3,neuroscience,abnormal,-3,-0,3,3,TRUE,TRUE,FALSE
R_8vTaGcM8D5CjJHL,consent,5,dax,45,3,no,male,33,reject,moral,common,3,developmental,normal,-0,-1,3,3,TRUE,FALSE,FALSE
R_ddsxM6J9FhoUOJD,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_1yUIWBmO3FpPq0R,consent,5,dax,45,3,no,male,26,accept,scientific,rare,2,developmental,abnormal,2,-1,0,0,TRUE,FALSE,TRUE
R_9uyVW8BB46OPIy1,consent,5,dax,2,NA,NA,NA,NA,accept,moral,rare,2,genetic,normal,1,0,2,1,TRUE,FALSE,TRUE
R_0PqJ34KUmLegX9r,consent,3,NA,45,1,no,male,34,accept,moral,common,3,genetic,abnormal,1,2,-1,-1,FALSE,FALSE,TRUE
R_cUVHxXXN2h6sPoV,consent,3,dax,45,3,no,female,43,reject,scientific,rare,-1,psychological,normal,1,-0,-0,-0,TRUE,FALSE,TRUE
R_2lOgFqk35pvDh2t,consent,3,dax,45,1,no,female,30,accept,religious,rare,1,neuroscience,normal,0,-1,0,0,TRUE,TRUE,TRUE
R_4PmoCK4EBETf3Rr,consent,7,dax,45,1,no,female,45,accept,scientific,common,3,psychological,abnormal,1,1,2,2,TRUE,TRUE,TRUE
R_6MrFgPA4YgsY7hr,consent,5,dax,45,1,no,female,50,reject,moral,rare,-3,developmental,normal,-0,-0,-1,-0,TRUE,TRUE,TRUE
R_5o6KNFZ48eCwYrr,consent,5,DAX,45,1,no,male,34,reject,religious,common,-2,psychological,abnormal,-1,-1,-0,2,TRUE,TRUE,TRUE
R_9z5JE21fXeRuctv,consent,5,dax,4,2,no,male,31,reject,religious,rare,2,genetic,normal,1,1,-1,-1,TRUE,FALSE,FALSE
R_ekTo1GKg51EjS5v,consent,1,dax,45,3,no,female,55,accept,moral,common,3,neuroscience,abnormal,0,0,0,0,TRUE,FALSE,TRUE
R_6lJ031pDmSeC4WF,consent,5,dax,35,1,no,male,19,accept,religious,common,1,developmental,abnormal,1,2,1,2,TRUE,FALSE,TRUE
R_3OD7NkvFhM2gSJn,consent,NA,NA,NA,NA,NA,NA,NA,accept,moral,rare,-2,genetic,normal,2,2,NA,NA,FALSE,FALSE,FALSE
R_6nZK4wd8gjST1op,consent,2,dax,45,1,no,male,25,accept,scientific,rare,3,genetic,abnormal,0,-2,2,-1,TRUE,TRUE,TRUE
R_820i30ne7GOksYZ,consent,2,dax,45,1,no,male,27,reject,moral,common,2,neuroscience,normal,2,-2,0,0,TRUE,TRUE,FALSE
R_8eoPiHUz1BgSExD,consent,4,NA,45,1,no,male,36,accept,religious,common,0,psychological,normal,0,0,-0,-0,FALSE,FALSE,FALSE
R_d14gzIyZHJOwkcZ,consent,1,dax,45,1,no,male,36,reject,moral,common,3,genetic,normal,2,3,-3,-2,TRUE,TRUE,FALSE
R_bNNVymT7Pg4SSiN,consent,NA,NA,NA,NA,NA,NA,NA,reject,scientific,common,2,psychological,normal,-1,-1,NA,NA,FALSE,FALSE,FALSE
R_393R1JCKy0GsM97,consent,3,dax,4,1,no,male,67,accept,moral,common,3,genetic,abnormal,0,0,0,0,TRUE,FALSE,TRUE
R_2s4vz8eAKmQoOxL,consent,3,dax,345,1,no,male,42,accept,moral,rare,-3,developmental,normal,1,1,-0,-0,TRUE,FALSE,FALSE
R_0BsZ7BD11pfu8qF,consent,6,dax,4,1,maybe,female,43,accept,religious,rare,2,psychological,abnormal,2,2,1,1,TRUE,FALSE,TRUE
R_4JISiG2zF2CIuhv,consent,2,NA,45,1,no,female,34,reject,religious,common,-1,developmental,abnormal,-2,-0,-0,-0,FALSE,FALSE,TRUE
R_eFHZE5IiGanmpV3,consent,5,dax,45,1,no,female,28,accept,scientific,common,1,neuroscience,normal,1,1,-1,-1,TRUE,TRUE,TRUE
R_6eOfsSAulZoZ3Nj,consent,1,dax,45,1,no,male,43,reject,religious,rare,-3,neuroscience,abnormal,-0,-0,-0,-0,TRUE,TRUE,TRUE
R_dgKPh8KvVmFhKip,consent,1,dax,45,1,maybe,female,57,accept,scientific,rare,2,neuroscience,abnormal,0,2,0,0,TRUE,TRUE,TRUE
R_2f2JtfYeytGfDU1,consent,7,dax,45,1,no,female,28,reject,scientific,rare,3,neuroscience,normal,2,-2,3,3,TRUE,TRUE,FALSE
R_4Jcjb7zN84yVmHr,consent,5,NA,4,3,no,male,28,reject,scientific,common,3,genetic,abnormal,-3,-2,2,1,FALSE,FALSE,FALSE
R_1XkWH2jFI3kx7A9,consent,5,NA,45,1,no,male,26,reject,moral,rare,-2,psychological,abnormal,-2,1,2,2,FALSE,FALSE,TRUE
R_byz7of7fuhD5Py5,consent,1,dax,4,2,no,female,53,reject,moral,common,3,genetic,normal,-2,-3,0,0,TRUE,FALSE,FALSE
R_0PWELIHsG4C5yuN,consent,2,NA,45,1,no,female,36,reject,scientific,common,3,developmental,normal,-0,-1,0,0,FALSE,FALSE,FALSE
R_3t623ZPRLhclAXz,consent,4,dax,45,1,maybe,male,64,reject,religious,rare,-3,developmental,abnormal,-0,-0,-0,-0,TRUE,TRUE,TRUE
R_3f3DovrvbsOYAM5,consent,3,Dax,45,2,no,male,37,accept,moral,rare,-3,psychological,normal,3,3,-0,-0,TRUE,FALSE,FALSE
R_8eQJzOBD2xyxT9P,consent,4,dax,45,1,no,male,72,accept,moral,common,3,developmental,normal,0,0,0,0,TRUE,TRUE,TRUE
R_byF6oRz5ryYBHF3,consent,2,dax,45,2,no,male,61,accept,scientific,common,3,neuroscience,abnormal,-2,0,0,-1,TRUE,FALSE,TRUE
R_6th3OaEd9vtHsPj,consent,5,NA,4,1,no,female,23,accept,scientific,rare,3,psychological,abnormal,1,2,1,2,FALSE,FALSE,TRUE
R_3kipBmbmfaJyF1j,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_4ZXZaxGIxMV2PYx,consent,5,dax,45,2,no,female,24,accept,religious,common,3,genetic,abnormal,0,0,0,-1,TRUE,FALSE,TRUE
R_aXH0SRQpzrCoha5,consent,4,dax,45,1,no,male,52,reject,religious,common,3,psychological,normal,-0,-3,0,3,TRUE,TRUE,FALSE
R_cJeMCTBDF7jpKKh,consent,3,dax,45,3,no,male,20,reject,scientific,rare,2,developmental,abnormal,-1,-0,1,1,TRUE,FALSE,FALSE
R_2gAx3rJ2pNXYfkN,consent,2,dax,4,2,no,male,60,accept,religious,rare,0,neuroscience,normal,-1,-1,2,1,TRUE,FALSE,FALSE
R_bKJEq1oZA1nzOnz,consent,5,NA,5,2,no,male,31,reject,moral,rare,2,genetic,normal,-2,-1,1,1,FALSE,FALSE,FALSE
R_37BbKllyN7a7S2p,consent,3,dax,45,1,maybe,male,52,accept,religious,rare,-3,genetic,abnormal,0,1,1,1,TRUE,TRUE,FALSE
R_42RWrxrUknOxZ8p,consent,2,dax,45,1,no,female,33,reject,scientific,common,3,neuroscience,abnormal,-0,-1,0,0,TRUE,TRUE,FALSE
R_bBNYGlRGzc8PQy1,consent,3,dax,145,NA,NA,NA,NA,reject,moral,rare,0,genetic,normal,2,2,1,-0,TRUE,FALSE,FALSE
R_1BrHMgFXT0FPnnf,consent,3,dax,45,2,no,female,24,reject,religious,common,-1,psychological,abnormal,-0,-0,-0,-0,TRUE,FALSE,TRUE
R_50woeVkVPd6r5Fb,consent,1,dax,45,1,no,female,41,accept,scientific,rare,3,neuroscience,normal,0,0,0,0,TRUE,TRUE,TRUE
R_3JDbjwaq5FQG4kZ,consent,6,Dax,45,1,no,female,30,reject,religious,rare,-3,developmental,normal,3,3,3,2,TRUE,TRUE,TRUE
R_3gRTXB237Fg1sYB,consent,5,dax,45,1,no,male,35,reject,moral,common,3,developmental,abnormal,-3,-2,0,0,TRUE,TRUE,FALSE
R_01DkcQ4M0ym0wzr,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_6huIKjHigEB2Up7,consent,5,dax,45,1,no,male,65,accept,moral,rare,1,genetic,normal,3,1,0,2,TRUE,TRUE,TRUE
R_aXLqDoDSwckCFFj,consent,1,dax,45,1,no,female,37,accept,moral,common,3,developmental,abnormal,0,1,-1,-1,TRUE,TRUE,TRUE
R_cVh7CB581nfz9EF,consent,NA,NA,NA,NA,NA,NA,NA,reject,scientific,rare,3,psychological,normal,2,2,NA,NA,FALSE,FALSE,FALSE
R_8qpCZop8pOMgNZH,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_4MwYnPNlVHU97Df,consent,6,dax,45,1,no,female,30,accept,religious,common,0,psychological,normal,1,0,-0,1,TRUE,TRUE,FALSE
R_2iukOwYC0O8DPTf,consent,2,dax,45,1,no,female,47,accept,scientific,common,3,neuroscience,normal,1,1,-1,-1,TRUE,TRUE,TRUE
R_8dWyG5shW44bZVb,consent,5,dax,245,1,no,female,31,accept,moral,common,3,psychological,abnormal,-3,3,-3,0,TRUE,FALSE,TRUE
R_232GlMliJKWGnJz,consent,2,dax,45,1,no,female,48,reject,religious,rare,1,neuroscience,abnormal,2,1,0,-1,TRUE,TRUE,FALSE
R_29q1ezeySqfrqD3,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_8J79lX8DxDJYOQ5,consent,3,dax,45,3,no,female,32,reject,scientific,rare,3,developmental,normal,1,-2,-2,0,TRUE,FALSE,FALSE
R_6mpgSNQEylAtGdL,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_2uhUAbxIyUJXQkl,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_bmtAOQrtnUpJzGl,consent,6,NA,45,3,yes,male,23,accept,scientific,common,3,genetic,abnormal,2,2,2,1,FALSE,FALSE,TRUE
R_dnCSvBhgkcd1vqB,consent,7,dax,4,1,no,female,25,reject,religious,common,NA,psychological,abnormal,-0,-0,NA,NA,TRUE,FALSE,NA
R_2fpTxJTPiegWvCl,consent,4,dax,45,1,no,male,34,reject,moral,common,3,neuroscience,abnormal,-2,-3,3,3,TRUE,TRUE,FALSE
R_55Re0XP9KlJtdA1,consent,5,dax,45,1,no,male,32,accept,religious,rare,0,developmental,normal,1,1,-0,-0,TRUE,TRUE,FALSE
R_bdb4Ep1uxotCnB3,consent,2,dax,45,1,no,male,42,accept,moral,rare,-3,neuroscience,normal,3,0,-0,-0,TRUE,TRUE,FALSE
R_ba7iut3vis8diGF,consent,2,dax,45,1,no,female,32,reject,scientific,common,2,genetic,normal,-0,-0,0,0,TRUE,TRUE,FALSE
R_b18zC1uv9sweFfv,consent,1,dax,45,1,no,female,28,accept,religious,common,3,developmental,abnormal,0,1,0,0,TRUE,TRUE,TRUE
R_4GXwrWuZO0Yeh6J,consent,2,dax,45,3,no,male,36,reject,moral,rare,0,genetic,abnormal,3,3,-0,3,TRUE,FALSE,FALSE
R_b9rGTO6XEGTasux,consent,2,dax,45,1,no,male,59,accept,scientific,rare,1,psychological,normal,-2,-2,-2,-2,TRUE,TRUE,TRUE
R_cSn6K9yTcPIAHEp,consent,5,NA,45,1,no,male,54,accept,religious,common,-2,psychological,abnormal,-1,-1,-0,2,FALSE,FALSE,FALSE
R_begTXcUTWjq0Sl7,consent,1,dax,45,1,no,female,29,reject,moral,rare,-3,genetic,abnormal,-0,-0,-0,-0,TRUE,TRUE,TRUE
R_9FhRySWjnaC06jz,consent,4,NA,45,1,no,female,29,accept,moral,common,3,psychological,normal,3,3,3,3,FALSE,FALSE,TRUE
R_eJwQAKILYcJ6z8p,consent,2,dax,45,1,no,male,57,accept,scientific,rare,3,developmental,normal,0,0,0,0,TRUE,TRUE,TRUE
R_4O8nI6yitGDhKeN,consent,3,dax,45,1,no,female,29,accept,scientific,common,2,neuroscience,abnormal,1,2,2,2,TRUE,TRUE,TRUE
R_bE2QOkdsDp8aFbn,consent,5,dax,45,3,no,male,23,reject,scientific,common,3,neuroscience,normal,-2,1,2,1,TRUE,FALSE,FALSE
R_cOPleTl5eTLMxO5,consent,2,NA,45,1,no,female,39,accept,moral,rare,1,genetic,normal,0,1,1,1,FALSE,FALSE,TRUE
R_3pAyGRwuNTtGVed,consent,6,dax,5,4,no,male,30,reject,religious,rare,3,developmental,normal,-2,-2,0,0,TRUE,FALSE,FALSE
R_a5zTNXtQNEdkVoh,consent,5,dax,45,1,maybe,female,52,reject,moral,common,3,developmental,abnormal,-0,1,1,0,TRUE,TRUE,FALSE
R_9Qy7MjIJKdcwA29,consent,5,dax,45,1,no,female,42,reject,scientific,rare,2,neuroscience,normal,-2,-0,0,0,TRUE,TRUE,FALSE
R_eKGH77HZPlljJOd,consent,1,dax,45,1,no,female,62,accept,religious,rare,-3,genetic,abnormal,-3,0,-3,-0,TRUE,TRUE,FALSE
R_b43fr7wHdC2jM7X,consent,2,dax,45,1,no,male,23,reject,religious,common,1,neuroscience,abnormal,-0,-0,1,1,TRUE,TRUE,FALSE
R_bwkctD967edlNu5,consent,2,dax,45,1,no,male,22,accept,scientific,rare,3,psychological,normal,1,1,2,1,TRUE,TRUE,TRUE
R_6M4UfUGk54iIv0V,consent,2,dax,45,1,no,female,48,reject,religious,rare,-1,developmental,abnormal,-1,-0,-1,-2,TRUE,TRUE,TRUE
R_dohQvD6FnArmb5j,consent,5,dax,5,1,no,female,18,reject,moral,rare,-1,psychological,abnormal,1,-0,1,1,TRUE,FALSE,TRUE
R_dbQnDwuzPqMD5Xf,consent,2,dax,45,1,no,female,28,accept,scientific,common,3,genetic,normal,0,0,0,-1,TRUE,TRUE,TRUE
R_exOXCkBEijGP6sJ,consent,6,dax,45,4,maybe,female,65,accept,religious,rare,2,developmental,abnormal,1,1,2,2,TRUE,FALSE,TRUE
R_0oXtCqaIZ6H4s2V,consent,3,NA,45,1,no,female,43,reject,scientific,common,3,neuroscience,normal,-0,1,-1,0,FALSE,FALSE,FALSE
R_09EN3hdqVz9zE57,consent,2,dax,4,3,no,female,55,accept,moral,rare,0,genetic,normal,1,2,-2,-2,TRUE,FALSE,FALSE
R_9zzfqJPa4TiuuLb,consent,6,dax,45,1,no,male,47,reject,moral,common,3,psychological,abnormal,-0,-1,2,0,TRUE,TRUE,FALSE
R_3jY6XflRd7wnNlP,consent,1,NA,45,1,no,female,45,accept,religious,common,3,neuroscience,abnormal,0,-2,0,0,FALSE,FALSE,TRUE
R_02IN55x8f8SMtJX,consent,3,dax,4,1,no,female,26,reject,scientific,rare,0,developmental,normal,-0,-0,-0,-0,TRUE,FALSE,FALSE
R_8qSNlp6kmoDsKCV,consent,2,dax,45,2,no,female,34,accept,moral,common,3,genetic,abnormal,-1,0,0,0,TRUE,FALSE,TRUE
R_25AYAxxMAeZIGsl,consent,1,dax,4,1,no,female,33,reject,religious,rare,-2,genetic,abnormal,2,2,-3,-3,TRUE,FALSE,TRUE
R_eLQhpzbg8EgZRGt,consent,6,dax,45,1,no,female,63,reject,religious,common,0,psychological,normal,-0,-0,NA,-0,TRUE,TRUE,FALSE
R_6Xy6RXgQcJo5cyh,consent,4,dax,145,1,no,female,26,accept,moral,common,3,neuroscience,normal,0,1,0,0,TRUE,FALSE,TRUE
R_0Dicoebl1zEmTxH,consent,6,dax,45,1,no,female,33,accept,religious,rare,0,psychological,abnormal,1,1,-1,-0,TRUE,TRUE,FALSE
R_b3DuNUeBSup9UfH,consent,3,dax,45,1,no,female,42,accept,moral,rare,0,neuroscience,abnormal,-1,0,-0,-0,TRUE,TRUE,FALSE
R_eqBpIB1TysNyqdD,consent,1,dax,45,1,no,male,23,accept,religious,common,3,genetic,normal,2,1,2,1,TRUE,TRUE,TRUE
R_809WXvIYUJEk67H,consent,4,NA,5,1,maybe,female,23,reject,moral,common,3,developmental,abnormal,-0,1,0,0,FALSE,FALSE,FALSE
R_2oDZDwmM6iYyO69,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_6ytD8bZ5NXILDRr,consent,1,dax,45,1,no,female,43,accept,scientific,rare,-3,developmental,normal,0,0,-0,-0,TRUE,TRUE,FALSE
R_b1uvvc1crHBw3uR,consent,2,dax,45,1,no,male,30,reject,religious,common,-2,psychological,normal,2,-0,-0,-0,TRUE,TRUE,TRUE
R_b1Pty7jUHSWCBSt,consent,2,dax,45,3,no,female,37,accept,scientific,common,2,psychological,abnormal,-1,0,-1,-1,TRUE,FALSE,TRUE
R_23FXdrqvnftedKt,consent,3,dax,45,1,no,female,53,reject,scientific,common,3,genetic,normal,-0,-0,0,0,TRUE,TRUE,FALSE
R_6soXIV6Kry3Xbpz,consent,5,dax,4,1,no,female,56,accept,religious,rare,-2,neuroscience,abnormal,-2,-1,2,2,TRUE,FALSE,FALSE
R_9TC9ji1ags8pzTv,consent,1,dax,4,1,no,female,30,reject,scientific,rare,3,developmental,normal,-3,-3,0,0,TRUE,FALSE,FALSE
R_0jN6PJRAnM1XfkF,consent,2,dax,45,1,no,female,22,reject,moral,rare,-2,developmental,abnormal,-0,-0,1,-0,TRUE,TRUE,TRUE
R_7UQZ1j4CFpcY0Sx,consent,6,dax,45,1,no,male,27,accept,moral,common,2,genetic,abnormal,2,1,0,0,TRUE,TRUE,TRUE
R_2sLUgERKKN6WA73,consent,5,dax,45,1,no,male,24,reject,religious,rare,-1,psychological,normal,-0,1,-0,-0,TRUE,TRUE,TRUE
R_7WmElq2IfqRlZ0p,consent,5,dax,45,1,no,male,25,accept,scientific,common,1,neuroscience,normal,1,0,0,1,TRUE,TRUE,TRUE
R_2bObxfbES5jNpGt,consent,3,dax,45,1,no,female,43,accept,scientific,rare,2,genetic,normal,1,0,0,0,TRUE,TRUE,TRUE
R_8vTJU5kgjoksaNf,consent,6,dax,4,1,no,female,56,reject,scientific,common,2,neuroscience,normal,-2,-2,2,2,TRUE,FALSE,FALSE
R_d4POUKUPE8h7PJH,consent,3,dax,45,1,no,female,25,accept,moral,rare,-2,genetic,abnormal,2,1,1,1,TRUE,TRUE,FALSE
R_1YydjR7DZNPGtOB,consent,4,dax,45,1,no,female,22,reject,moral,common,-3,developmental,normal,-0,-0,-0,-0,TRUE,TRUE,TRUE
R_0NUpUeLLWAKx6nP,consent,5,dax,45,1,no,male,27,reject,religious,common,3,psychological,normal,2,-0,0,0,TRUE,TRUE,FALSE
R_egoDJlSODuyFLvv,consent,7,dax,45,2,no,female,24,reject,moral,rare,2,psychological,abnormal,-3,-1,1,2,TRUE,FALSE,FALSE
R_7UPpPN9MsOgQ789,consent,2,dax,45,1,no,male,37,reject,scientific,rare,2,developmental,abnormal,-2,-2,2,2,TRUE,TRUE,FALSE
R_beIbIdK9DSeIIv3,consent,5,dax,45,1,no,male,22,accept,religious,common,-3,neuroscience,abnormal,-3,-3,-0,-0,TRUE,TRUE,FALSE
R_bPz5FN29SXegV1j,consent,1,dax,45,3,maybe,male,21,reject,moral,common,3,genetic,normal,3,3,3,3,TRUE,FALSE,FALSE
R_5b9gbq8bgCcKUWV,consent,3,dax,4,3,no,male,22,reject,scientific,rare,1,psychological,normal,-1,-2,1,2,TRUE,FALSE,FALSE
R_3EmNirRXZgJXIjP,consent,5,NA,45,3,no,female,34,reject,religious,rare,-3,neuroscience,normal,3,-0,-0,3,FALSE,FALSE,TRUE
R_3dPnVgbkZIiDyx7,consent,NA,NA,NA,NA,NA,NA,NA,accept,scientific,common,2,developmental,normal,1,0,NA,NA,FALSE,FALSE,TRUE
R_d1leqA5ygAEmNJX,consent,3,dax,45,1,no,male,60,accept,religious,rare,-2,genetic,abnormal,2,0,-0,1,TRUE,TRUE,FALSE
R_9XndYuvLH80lLk9,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_3IU6pb79qGfmWu9,consent,5,dax,45,1,no,male,38,accept,moral,rare,-1,developmental,abnormal,0,2,-2,-0,TRUE,TRUE,FALSE
R_bradSQdZq0hWKSF,consent,2,dax,45,1,no,female,23,reject,moral,rare,-1,neuroscience,abnormal,-1,2,2,-2,TRUE,TRUE,TRUE
R_3JzTShtJacUmenr,consent,5,dax,45,1,no,male,23,accept,moral,common,2,psychological,abnormal,2,2,2,2,TRUE,TRUE,TRUE
R_b8T7DofoDhzp3Wl,consent,1,dax,45,1,no,male,53,accept,religious,common,3,neuroscience,abnormal,0,0,0,0,TRUE,TRUE,TRUE
R_5n0uTmEg0HN4fe5,consent,2,dax,5,1,no,female,31,reject,scientific,common,2,genetic,abnormal,-2,1,1,1,TRUE,FALSE,FALSE
R_d0uBXTlW6Nngm6p,consent,5,NA,4,1,no,male,28,reject,religious,common,0,psychological,normal,-1,-1,-0,-0,FALSE,FALSE,FALSE
R_3QwAYXCi4Qd7mAd,consent,4,dax,45,1,no,male,50,accept,scientific,rare,0,developmental,normal,1,1,-2,-0,TRUE,TRUE,FALSE
R_6X2H0bOqYRUsnZj,consent,1,dax,45,1,no,female,66,accept,religious,common,3,genetic,normal,1,2,0,3,TRUE,TRUE,TRUE
R_0j2uENfYQX9qnad,consent,5,dax,45,1,maybe,male,38,accept,scientific,rare,3,neuroscience,normal,2,1,3,3,TRUE,TRUE,TRUE
R_eX8uN7Fir3QvPQF,consent,4,NA,45,1,no,male,27,accept,moral,rare,-3,psychological,abnormal,0,0,1,1,FALSE,FALSE,FALSE
R_d4Hk8asuZRM5YnX,consent,1,dax,45,3,no,female,56,reject,moral,rare,-2,developmental,abnormal,3,2,3,3,TRUE,FALSE,TRUE
R_8hQax0KgE0wwiZD,consent,7,dax,45,1,no,female,23,reject,religious,common,-3,genetic,normal,3,3,3,3,TRUE,TRUE,TRUE
R_efAPfCDW1ZJ9gUZ,consent,2,NA,45,1,no,female,24,reject,moral,common,3,neuroscience,normal,-0,-0,0,0,FALSE,FALSE,FALSE
R_aiavjAqxbfnL4Z7,consent,6,NA,4,1,yes,female,40,accept,religious,rare,1,developmental,abnormal,2,1,1,2,FALSE,FALSE,TRUE
R_42OZ46m2emjf8HP,consent,1,dax,45,3,yes,male,48,reject,religious,rare,-3,neuroscience,abnormal,-0,2,-0,2,TRUE,FALSE,TRUE
R_cHF4UjNYX8ByPGZ,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_bqlNvvn5sdtBzBH,consent,5,dax,4,2,no,male,21,reject,scientific,common,3,developmental,normal,-2,-1,2,3,TRUE,FALSE,FALSE
R_9YqneBvlN0QhES9,consent,4,dax,45,1,no,female,32,accept,moral,common,3,psychological,abnormal,-1,2,0,2,TRUE,TRUE,TRUE
R_9HSuaZO6xnee71b,consent,4,dax,45,1,no,male,32,accept,scientific,common,3,psychological,normal,1,0,0,-1,TRUE,TRUE,TRUE
R_2owLCQZRQn0LPy5,consent,2,dax,4,1,no,male,24,reject,scientific,rare,1,genetic,abnormal,2,1,-1,1,TRUE,FALSE,FALSE
R_em1N3dAZcnAHHZX,consent,5,dax,45,1,no,male,34,reject,scientific,common,2,psychological,abnormal,-2,-1,0,0,TRUE,TRUE,FALSE
R_00270T2e9xuzPet,consent,2,dax,45,1,no,female,52,reject,religious,rare,-2,psychological,normal,-0,-1,-1,-0,TRUE,TRUE,TRUE
R_cTocMKeQv5qRSlL,consent,6,dax,45,1,no,male,33,accept,moral,common,2,neuroscience,normal,2,0,0,0,TRUE,TRUE,TRUE
R_3guulJpGUkwYOnX,consent,6,dax,45,1,no,female,29,accept,religious,rare,0,developmental,abnormal,-2,-2,2,2,TRUE,TRUE,FALSE
R_3EhORgA9y7hTEpf,consent,5,NA,45,3,maybe,female,19,accept,religious,common,-2,developmental,normal,-1,0,-0,-0,FALSE,FALSE,FALSE
R_bvdrFaTbwRA0ZSd,consent,2,dax,4,1,no,female,28,accept,scientific,common,1,genetic,abnormal,-2,-1,-2,-1,TRUE,FALSE,TRUE
R_0HAx9YHtdnkbGQJ,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_9Tutmbpzox2S89n,consent,4,dax,45,1,no,male,27,accept,moral,rare,1,genetic,normal,0,0,0,0,TRUE,TRUE,TRUE
R_bBJ7HLQ22aMPDVz,consent,1,dax,45,1,no,male,27,accept,scientific,rare,1,neuroscience,abnormal,-2,-3,-2,0,TRUE,TRUE,TRUE
R_1GPlHth2YCzbkZ7,consent,5,Dax,4,4,no,female,32,reject,moral,common,3,psychological,abnormal,-1,-1,2,2,TRUE,FALSE,FALSE
R_eR8qLDhfJxZ6ISN,consent,6,dax,4,3,no,male,26,reject,scientific,rare,3,psychological,normal,-1,-1,0,1,TRUE,FALSE,FALSE
R_9M48UDfS0Lkum5T,consent,6,dax,45,1,no,male,21,reject,moral,rare,-2,genetic,normal,2,1,3,3,TRUE,TRUE,TRUE
R_bPfeWVK0khK9fz7,consent,5,dax,145,3,no,male,24,reject,religious,common,0,neuroscience,normal,-0,-0,1,-0,TRUE,FALSE,FALSE
R_bvj4KK3Af4plXh3,consent,5,dax,45,1,no,male,24,accept,scientific,rare,2,neuroscience,abnormal,0,1,0,1,TRUE,TRUE,TRUE
R_6G7Xuqam2EhjYlT,consent,3,dax,45,1,no,male,33,accept,moral,common,3,genetic,abnormal,0,0,-1,0,TRUE,TRUE,TRUE
R_0vTIuZPHodqdBHv,consent,2,dax,45,2,no,male,30,accept,scientific,common,2,developmental,abnormal,-1,0,0,0,TRUE,FALSE,TRUE
R_daIMHFuILppJNjf,consent,5,dax,45,2,no,male,45,reject,religious,rare,-3,developmental,normal,2,1,-0,-0,TRUE,FALSE,TRUE
R_6PWN9U16LIejKoB,consent,7,dax,45,3,no,male,38,reject,scientific,rare,1,genetic,abnormal,-0,-2,1,0,TRUE,FALSE,FALSE
R_aeGUDVEPvU0V5jf,consent,3,dax,45,1,no,male,20,reject,religious,common,-3,neuroscience,normal,1,-0,2,-0,TRUE,TRUE,TRUE
R_bDSk2HIv8iUGNNz,consent,7,dax,45,2,no,female,35,reject,scientific,common,3,genetic,normal,-2,-2,2,2,TRUE,FALSE,FALSE
