StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q108_1,Q108_2,Q108_3,Q108_4,Q108_5,Q108_6,Q108_7,Q108_8,Q108_9,Q108_10,Q108_11,Q108_12,Q100,Q14,Q15,Q16,Q97,Q101_1_1,Q101_2_1,Q101_3_1,Q101_4_1,Q101_5_1,Q101_6_1,Q101_7_1,Q101_8_1,Q101_9_1,Q101_10_1,Q101_11_1,Q101_12_1,Q13,Q13_9_TEXT,Q81,Q82,Q102,Q103,Q106,AcceptReject,SciRelMor,CommonRare,Claim,ClaimSet,Whether,TargetRating,NormalAbnormal,PsychBrain,Explanation,True,Do
2014-01-12 12:53:11,2014-01-12 12:59:05,0,,354,1,2014-01-12 12:59:05,R_0P5HCmWVJepSuUZ,,2,6,6,7,7,2,1,1,1,7,7,5,2,2,2,2,2,6,80,80,65,60,70,50,30,30,90,75,10,2,9,dax,2,22,no,not sure,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of rejecting authority and finding comfort in the idea that they can decide the best way to do things.",false,don't
2014-01-12 12:43:52,2014-01-12 12:59:24,0,,932,1,2014-01-12 12:59:24,R_bK5z2PPhCIbnemx,,2,6,5,5,6,4,4,2,4,7,7,3,1,7,7,7,7,7,80,80,80,80,70,70,60,70,100,100,70,20,9,dax,2,58,Not at all.,Beliefs,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,Abnormal,Psych,"People are more likely to believe this claim if they are subject to a particular ""cognitive bias"", namely high levels of empathy and a tendency to consider a situation from the perspective of another person.",true,do
2014-01-12 12:58:38,2014-01-12 13:03:13,0,,275,1,2014-01-12 13:03:13,R_78wrFiHegkkhT8x,,2,3,6,6,5,6,3,5,3,5,3,6,5,6,3,6,3,6,10,29,40,30,80,90,30,20,10,10,90,50,9,dax,1,36,"No, everything went smoothly",I think is a very creative survey,1,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,5,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 12:45:03,2014-01-12 13:03:26,0,,1103,1,2014-01-12 13:03:26,R_enaSFo6letYyHL7,,2,7,7,7,7,7,7,7,4,7,1,1,1,6,4,6,4,5,95,80,40,95,75,75,60,50,100,100,15,25,9,dax,2,44,no,belief and morality,3,1,2,1,There is a God.,3,there is a God,7,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 12:56:40,2014-01-12 13:03:43,0,,423,1,2014-01-12 13:03:44,R_aboqtZ918P2QANn,,2,7,5,7,7,3,1,1,1,7,7,3,2,1,4,1,4,2,80,65,79,75,80,76,50,60,90,80,35,25,9,dax,1,52,none,unsure,2,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,3,Normal,Brain,"People are more likely to reject this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",false,don't
2014-01-12 12:57:52,2014-01-12 13:03:56,0,,364,1,2014-01-12 13:03:56,R_cRSRFvKOVsq0473,,2,7,7,7,7,2,1,1,1,7,7,7,6,6,4,4,4,6,90,80,30,35,65,85,75,80,99,99,15,20,9,dax,2,21,I did not have any problems.,"I think that this survey is about testing beliefs that are held versus theories that are seen as being controversial by many, however true. Some of it may be about testing logical fallacies and how they shape belief.",3,2,2,1,There is a God.,9,there is a God,2,Abnormal,Psych,"People are more likely to reject this claim if they are subject to a particular ""cognitive bias"", namely a tendency to reject authority and find comfort in the idea that they can be trusted to do the right thing.",false,don't
2014-01-12 13:02:53,2014-01-12 13:04:53,0,,120,1,2014-01-12 13:04:53,R_d4inb2d41ZQeKoJ,,2,4,6,5,4,1,5,4,1,6,6,3,3,5,4,3,3,4,60,20,50,45,60,20,50,45,98,98,27,15,9,dax,1,27,None,Seeing how people perceive morality.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,5,Normal,Brain,"People are more likely to reject this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",false,don't
2014-01-12 12:59:27,2014-01-12 13:05:07,0,,340,1,2014-01-12 13:05:07,R_erHW5LSi2XiBoUt,,2,7,7,6,6,1,1,1,3,7,7,2,1,3,2,3,1,7,30,80,25,46,80,40,45,30,99,99,15,10,9,dax,1,23,I didn't like blue background for the text. It's jarring with the white text and the white surrounding it.,I've no clue.,3,1,2,1,There is a God.,3,there is a God,1,Abnormal,Psych,"People are more likely to believe this claim if they are subject to a particular ""cognitive bias"", namely a tendency to embrace authority and find comfort in the idea that someone is watching over them.",true,do
2014-01-12 12:59:37,2014-01-12 13:05:11,0,,334,1,2014-01-12 13:05:12,R_cBxJXK07JebhVgV,,2,7,4,6,7,4,4,2,4,7,7,3,3,5,5,4,4,6,85,75,45,35,60,55,55,45,99,95,55,30,9,dax,1,22,,no idea,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,6,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of deferring to those who are considered experts by the larger community and finding comfort in the idea that they don’t have to figure out everything on their own.",true,do
2014-01-12 12:56:27,2014-01-12 13:05:34,0,,547,1,2014-01-12 13:05:34,R_bgtWyrS71hQjpel,,2,7,6,6,7,4,4,2,1,6,7,1,1,2,4,3,5,2,89,90,65,60,70,55,35,45,99,99,6,15,9,dax,1,27,"The statement about the type 1 neural activity seemed sort of vague. Saying someone has it didn't tell me much about it so it was hard to determine how I should really answer. I also do not like the blue background with white text, it is harder to read and focus on than black on white.",People's religious and moral beliefs and how they think the rest of the country feels in relation to them.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,Normal,Brain,"People are more likely to reject this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",false,don't
2014-01-12 12:59:09,2014-01-12 13:06:53,0,,464,1,2014-01-12 13:06:53,R_023ZLQ9qb8O1dFH,,2,7,7,6,3,7,1,6,6,7,7,1,2,1,7,4,7,2,99,99,71,78,85,85,45,23,100,100,12,12,9,dax,1,26,The questions were a little difficult to follow until the final statement.,How steadfast people's beliefs are when challenged with science.,3,1,2,1,There is a God.,3,there is a God,7,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 13:01:34,2014-01-12 13:08:37,0,,423,1,2014-01-12 13:08:37,R_9mXsZi21a6anS8R,,2,7,7,5,7,6,5,4,5,7,7,7,2,6,6,6,6,4,95,90,75,75,90,50,65,60,99,99,5,5,9,dax',1,53,no problems,who people judge things to be true,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of embracing authority and finding comfort in the idea that good and bad outcomes have causes that can potentially be identified and controlled.",true,do
2014-01-12 13:02:05,2014-01-12 13:08:55,0,,410,1,2014-01-12 13:08:55,R_4ZQEIaUgRHOSBWR,,2,7,5,7,6,7,6,4,6,7,7,4,2,4,4,4,4,2,90,65,75,70,80,80,45,40,85,80,10,5,9,dax,2,59,The same 2 questions seemed to appear twice.,I'm not sure.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,4,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 12:59:58,2014-01-12 13:09:12,0,,554,1,2014-01-12 13:09:12,R_1yQTgSYDReqdFlP,,2,7,7,7,7,1,2,5,1,7,7,1,1,3,4,5,5,6,95,90,75,80,90,90,85,65,99,97,10,5,9,dax,2,23,Some wording was confusing during the claim and fact questions.,A person's moral compass,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,Abnormal,Brain,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,false,don't
2014-01-12 13:03:27,2014-01-12 13:09:27,0,,360,1,2014-01-12 13:09:27,R_bDWOltM6MGYHlzL,,2,1,4,5,6,1,1,1,2,4,7,3,5,6,5,5,6,2,80,10,30,40,70,40,30,40,90,80,20,20,9,dax,2,41,no,not sure,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,4,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 13:05:56,2014-01-12 13:10:44,0,,288,1,2014-01-12 13:10:44,R_8j1Cpqhd9N7CsjX,,2,7,7,7,5,1,1,1,1,7,7,2,2,4,4,5,5,4,80,80,30,40,60,55,40,35,95,95,30,20,9,dax,1,25,no,no idea,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,Normal,Brain,"People are more likely to reject this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",false,don't
2014-01-12 13:06:59,2014-01-12 13:11:08,0,,249,1,2014-01-12 13:11:08,R_1Y2PvOIGk3oIzfT,,2,7,7,7,7,1,1,1,1,7,7,1,1,7,1,7,1,1,95,75,50,75,50,50,30,50,90,90,25,5,9,dax,1,26,no,To see how belief in god can affect judgements.,3,2,2,1,There is a God.,9,there is a God,1,Abnormal,Psych,"People are more likely to reject this claim if they are subject to a particular ""cognitive bias"", namely a tendency to reject authority and find comfort in the idea that they can be trusted to do the right thing.",false,don't
2014-01-12 13:11:09,2014-01-12 13:14:36,0,,207,1,2014-01-12 13:14:36,R_8hLGBHhEWjE0LnT,,2,6,6,6,6,5,4,2,5,7,7,2,2,2,5,5,5,7,90,40,60,60,70,70,60,30,100,100,10,5,9,dax,2,27,None,I have no idea,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of rejecting authority and finding comfort in the idea that good and bad outcomes are beyond their control.",false,don't
2014-01-12 13:05:40,2014-01-12 13:18:09,0,,749,1,2014-01-12 13:18:09,R_eVBnkudMSD3tMz3,,2,7,5,4,6,6,5,4,5,7,7,7,1,2,4,2,4,5,100,25,40,65,80,85,30,70,100,100,30,5,9,dax,2,49,no,Morals,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of embracing authority and finding comfort in the idea that there are correct and incorrect ways to do things.",true,do
2014-01-12 13:12:51,2014-01-12 13:19:21,0,,390,1,2014-01-12 13:19:21,R_dpaL4lg0EHPegDj,,2,7,5,4,5,6,4,4,4,7,1,3,1,3,4,3,4,3,99,80,60,60,85,45,15,50,100,100,5,10,9,dax,2,40,no,if I believe ones spiritual beliefs can be swayed be external factors,3,1,2,1,There is a God.,3,there is a God,6,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of embracing authority and finding comfort in the idea that someone is watching over them.",true,do
2014-01-12 13:10:01,2014-01-12 13:20:38,0,,637,1,2014-01-12 13:20:38,R_86xIsKqyrUA7zMN,,2,7,6,7,6,5,6,3,3,7,7,2,1,3,3,3,3,2,75,85,70,65,85,85,55,40,99,99,15,25,9,dax,2,58,I thought the 2 scenarios were vey similar,Different,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,Abnormal,Brain,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,false,don't
2014-01-12 13:17:48,2014-01-12 13:20:46,0,,178,1,2014-01-12 13:20:46,R_8ihOh9GpRFrEPdz,,2,7,7,7,2,1,1,1,1,7,7,1,1,4,4,4,4,3,95,50,95,20,60,50,10,40,95,95,25,25,9,dax,1,29,nonw,"I have no idea, and never try to guess",3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 13:17:57,2014-01-12 13:21:31,0,,214,1,2014-01-12 13:21:31,R_9LegP7wBnTCOQcZ,,2,6,6,5,3,6,5,3,4,6,6,3,2,3,4,3,5,5,95,95,50,80,75,50,35,50,95,95,40,20,9,dax,1,20,no,how people view scientific claims.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,5,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of being suspicious of those who are considered experts by the larger community and finding comfort in the idea that everyone’s opinions are equally important.",false,don't
2014-01-12 13:18:51,2014-01-12 13:23:03,0,,252,1,2014-01-12 13:23:03,R_b15J8IXdLYvhKlL,,2,5,5,6,5,6,6,5,4,6,6,2,2,4,4,3,3,6,80,90,75,75,70,75,50,50,95,95,25,25,9,dax,2,27,no,Perceptions of what people believe due to what they read.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,6,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 13:20:13,2014-01-12 13:23:46,0,,213,1,2014-01-12 13:23:46,R_cUAMvWYG6H28R9z,,2,4,3,3,5,5,4,3,4,5,3,4,5,4,5,5,4,5,60,30,50,40,30,40,40,30,30,40,30,40,9,dax,2,28,No,"It was about beliefs. ",3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,4,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of low levels of empathy and finding it natural to think of the natural world as having a fixed hierarchy.",false,don't
2014-01-12 13:13:58,2014-01-12 13:25:23,0,,685,1,2014-01-12 13:25:23,R_cNl6TQy9BLwpy6h,,2,6,4,7,7,1,1,1,1,7,7,2,2,6,4,6,4,6,90,70,65,65,70,75,45,40,88,60,15,5,9,dax,1,27,"Wording of questions was a bit hard to follow at times.  ",Relationship between religious beliefs and empathy,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of low levels of empathy and finding it most natural to consider a situation from the perspective of those in power.",false,don't
2014-01-12 13:23:32,2014-01-12 13:26:49,0,,197,1,2014-01-12 13:26:49,R_8upwbqC8CaAKnYN,,2,7,4,6,6,1,1,1,1,7,7,1,1,5,4,4,4,1,95,60,70,70,70,60,40,50,98,98,40,20,9,dax,2,31,No,Belief Formation,3,2,2,1,There is a God.,9,there is a God,1,Abnormal,Brain,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,false,don't
2014-01-12 13:21:33,2014-01-12 13:27:03,0,,330,1,2014-01-12 13:27:03,R_4TThHHnn46GDK9n,,2,7,7,7,5,7,5,1,4,7,7,1,2,6,7,5,4,2,90,90,70,50,85,65,50,65,100,100,25,15,9,dax,1,28,No.,"Reading comprehension ",3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,Abnormal,Brain,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,false,don't
2014-01-12 13:23:16,2014-01-12 13:28:45,0,,329,1,2014-01-12 13:28:45,R_9Roc3ReJzSSzZGZ,,2,7,6,4,5,7,6,2,4,7,7,2,1,6,6,6,6,5,90,90,70,60,70,50,50,50,95,75,10,5,9,dax,2,50,no,I don't know,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,Abnormal,Psych,"People are more likely to believe this claim if they are subject to a particular ""cognitive bias"", namely high levels of empathy and a tendency to consider a situation from the perspective of another person.",true,do
2014-01-12 13:14:42,2014-01-12 13:29:17,0,,875,1,2014-01-12 13:29:17,R_6gvgyOeiBjGJurb,,2,6,5,4,6,7,7,4,6,7,7,1,1,6,5,6,6,3,90,60,30,75,60,60,30,50,95,99,40,30,9,dax,2,53,Not really,"What people believe and how the mind is influenced ",3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 13:28:21,2014-01-12 13:34:22,0,,361,1,2014-01-12 13:34:22,R_6ilY3agVKTMa9BX,,2,6,6,5,6,6,5,4,4,6,6,2,2,4,5,3,5,6,95,90,50,56,80,75,65,55,97,95,15,13,9,dax,1,20,No,How we perceive our beliefs in relation to others,2,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,4,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of rejecting authority and finding comfort in the idea that they can decide the best way to do things.",false,don't
2014-01-12 13:26:33,2014-01-12 13:35:39,0,,546,1,2014-01-12 13:35:39,R_5umD1RPKxZyf67j,,2,4,6,6,6,2,1,1,1,6,7,2,2,3,3,3,3,3,90,90,68,75,70,50,50,50,99,99,20,20,9,dax,1,36,Everything was fine. Thank you.,"I'm not sure, to be honest.",3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,4,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 13:27:58,2014-01-12 13:35:54,0,,476,1,2014-01-12 13:35:54,R_8vONb3cRSkgktbD,,2,7,5,5,4,7,7,7,7,7,7,1,1,4,4,4,4,1,90,70,60,50,40,50,25,40,99,98,10,2,9,dax,1,27,nope,the survey was great,3,1,2,1,There is a God.,3,there is a God,7,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 13:25:32,2014-01-12 13:36:32,0,,660,1,2014-01-12 13:36:32,R_6VF9EOCZ4vV9g8d,,2,6,6,7,6,1,1,1,1,7,7,3,2,3,4,3,4,3,80,80,50,40,70,70,70,70,97,95,20,10,9,dax,2,21,"The two questions regarding the man's belief in the claim after reading the ""fact"" were asked twice--the same two questions appeared on the following page. Maybe my page loaded incorrectly, but I found it a little confusing.",Not totally sure; Perhaps how one's religious preferences affect their opinion on various social and moral issues?,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,1,Abnormal,Psych,"People are more likely to believe this claim if they are subject to a particular ""cognitive bias"", namely a tendency to embrace authority and find comfort in the idea that there are correct and incorrect ways to do things.",true,do
2014-01-12 13:33:25,2014-01-12 13:38:48,0,,323,1,2014-01-12 13:38:48,R_71fqizIPEYRGGuV,,2,7,6,5,6,7,6,6,6,7,7,7,4,5,6,3,5,3,97,100,20,85,98,70,50,90,95,95,15,60,9,dax,2,46,no,people perspective on what is morally wrong,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,Abnormal,Psych,"People are more likely to reject this claim if they are subject to a particular ""cognitive bias"", namely low levels of empathy and a tendency to consider a situation from the perspective of those in power.",false,don't
2014-01-12 13:36:42,2014-01-12 13:41:54,0,,312,1,2014-01-12 13:41:54,R_77BlFBLHjIkaGQR,,2,2,5,7,4,4,4,1,1,7,7,1,1,3,4,3,4,6,75,85,50,65,79,90,75,65,99,99,10,2,9,dax,1,25,"Nope, just some really big paragraphs to get lost in.",Probably what people's beliefs are and how naive parts of the country are on certain things.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,Abnormal,Psych,"People are more likely to believe this claim if they are subject to a particular ""cognitive bias"", namely high levels of empathy and a tendency to anthropomorphize non-human animals.",true,do
2014-01-12 13:37:17,2014-01-12 13:42:46,0,,329,1,2014-01-12 13:42:46,R_d6JimgZMxOYgheZ,,2,7,7,4,7,4,5,4,4,7,7,4,4,6,4,6,4,5,95,60,30,80,50,80,70,70,99,97,60,40,9,dax,1,23,Nope,About influcing decisions,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,4,Abnormal,Psych,"People are more likely to reject this claim if they are subject to a particular ""cognitive bias"", namely low levels of empathy and a tendency to think of the natural world as having a fixed hierarchy.",false,don't
2014-01-12 13:38:33,2014-01-12 13:43:27,0,,294,1,2014-01-12 13:43:27,R_5vvkIX4dAOy6fnD,,2,7,6,6,6,1,3,1,1,7,7,1,1,6,4,6,4,3,90,70,50,60,80,60,30,60,98,95,15,15,9,dax,1,28,A page appeared twice.,Religious beliefs and how it affects your view on the world.,2,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of high levels of empathy and finding it natural to consider a situation from the perspective of another person.",true,do
2014-01-12 13:38:22,2014-01-12 13:43:32,0,,310,1,2014-01-12 13:43:32,R_4Sdwsnx429cMKs5,,2,7,7,7,5,1,1,1,1,7,7,5,5,6,4,6,4,4,50,60,45,45,60,55,70,60,80,79,30,30,9,dax,1,32,Nope,Reaffirmation of one's beliefs based on brain mapping.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,Normal,Brain,"People are more likely to believe this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",true,do
2014-01-12 13:37:53,2014-01-12 13:44:10,0,,377,1,2014-01-12 13:44:11,R_3ekyz5RSnkhNikZ,,2,6,6,6,4,2,4,4,2,6,6,2,2,2,2,2,2,3,95,50,45,65,60,60,65,60,85,85,55,55,9,dax,2,22,It was worded a little confusing.,,2,2,2,1,There is a God.,9,there is a God,2,Normal,Brain,"People are more likely to reject this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",false,don't
2014-01-12 13:38:10,2014-01-12 13:44:14,0,,364,1,2014-01-12 13:44:14,R_7ZMTSq8BfhHjbUN,,2,7,6,7,5,3,2,1,1,6,6,1,1,1,3,5,4,5,99,85,50,50,75,65,40,50,99,95,25,20,9,dax,1,21,Some of the multiple choice questions were quite wordy and complex.,Peoples views on scientific facts and how they twisted or disparaged.,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 13:42:56,2014-01-12 13:45:21,0,,145,1,2014-01-12 13:45:21,R_d7sBw1vQz79JuUl,,2,6,6,7,6,5,6,4,4,7,7,4,1,4,2,4,2,5,90,90,65,75,85,85,40,50,95,95,40,1,9,dax,2,27,,How beliefs are affected by facts.,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 13:39:57,2014-01-12 13:45:34,0,,337,1,2014-01-12 13:45:34,R_56JT10tVLgrRtPf,,2,7,5,6,5,1,4,1,1,7,7,3,3,4,4,4,4,6,90,90,50,50,80,70,80,60,99,99,20,10,9,dax,2,28,no,beliefs,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,Abnormal,Psych,"People are more likely to reject this claim if they are subject to a particular ""cognitive bias"", namely a tendency to reject authority and find comfort in the idea that they can decide the best way to do things.",false,don't
2014-01-12 13:40:19,2014-01-12 13:46:31,0,,372,1,2014-01-12 13:46:31,R_3pyDnpx8h8jnZD7,,2,7,7,7,6,7,7,6,7,7,7,1,1,1,1,1,1,7,100,100,50,80,65,75,60,40,85,95,15,15,9,dax,2,34,None,Spiritual beliefs,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,1,Normal,Brain,"People are more likely to reject this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",false,don't
2014-01-12 13:41:38,2014-01-12 13:46:33,0,,295,1,2014-01-12 13:46:33,R_4IT4TUEFrloiZHT,,2,7,5,7,7,1,1,2,1,7,7,3,1,1,1,1,1,5,80,80,60,60,80,40,50,70,100,100,20,20,9,dax,2,23,I did not encounter any problems.,"Given one's personal beliefs about various issues, how does it affect how one views claims based on religion?",3,2,2,1,There is a God.,9,there is a God,1,Normal,Psych,"People are more likely to reject this claim if they show a ""cognitive pattern"" of rejecting authority and finding comfort in the idea that they can be trusted to do the right thing.",false,don't
2014-01-12 13:40:16,2014-01-12 13:46:49,0,,393,1,2014-01-12 13:46:49,R_eaoZUng8vGpWBKJ,,2,7,6,6,6,1,4,4,1,7,7,5,1,3,1,3,1,1,90,80,70,80,63,30,25,70,75,95,25,10,9,dax,1,45,no,people beliefs,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,Abnormal,Brain,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain.,true,do
2014-01-12 13:41:43,2014-01-12 13:46:51,0,,308,1,2014-01-12 13:46:51,R_2nsDQJl9JrGpP0x,,2,1,4,4,4,7,7,4,7,7,7,1,1,4,1,4,1,5,20,30,15,15,75,40,45,45,100,90,20,10,9,dax,2,30,none at all,about if people believe in god and moral conduct,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,4,Abnormal,Psych,"People are more likely to believe this claim if they are subject to a particular ""cognitive bias"", namely a tendency to defer to those who are considered experts by the larger community and find comfort in the idea that they don’t have to figure out everything on their own.",true,do
2014-01-12 13:36:30,2014-01-12 13:47:35,0,,665,1,2014-01-12 13:47:35,R_5bzCLOEjtogqGTX,,2,6,6,6,5,2,2,4,2,7,6,2,2,5,4,5,5,6,80,80,50,50,75,70,75,65,90,80,40,39,9,dax,1,24,questions were a little confusing,religion and politics,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,Abnormal,Psych,"People are more likely to reject this claim if they are subject to a particular ""cognitive bias"", namely a tendency to be suspicious of those who are considered experts by the larger community and find comfort in the idea that everyone’s opinions are equally important.",false,don't
2014-01-12 13:40:32,2014-01-12 13:47:40,0,,428,1,2014-01-12 13:47:40,R_ebsYh8ZFsu50Fmt,,2,7,7,7,7,7,1,1,1,7,7,2,2,4,6,4,4,4,100,100,50,75,75,20,20,33,99,100,33,33,"1,3,4",,1,24,,Not sure,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,Normal,Brain,"People are more likely to reject this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",false,don't
2014-01-12 13:42:32,2014-01-12 13:48:42,0,,370,1,2014-01-12 13:48:43,R_af4ckL0QFzmf6Kx,,2,7,7,7,7,1,1,1,1,7,7,5,5,6,6,7,7,5,90,90,50,50,80,60,80,80,100,100,10,10,9,dax,1,21,,What we perceive to be other's beliefs,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,Normal,Brain,"People are more likely to reject this claim if they have ""Type I neural activity"" in the ventral striatum cortex in their brain.",false,don't
2014-01-12 13:48:24,2014-01-12 13:52:30,0,,246,1,2014-01-12 13:52:30,R_74CAgUeCOrRhdNH,,2,4,6,4,4,7,7,4,5,6,6,2,2,5,5,5,6,6,100,25,50,50,99,75,25,50,100,100,80,10,9,dax,1,51,No.,This survey was about people's beliefs in life.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,Normal,Psych,"People are more likely to believe this claim if they show a ""cognitive pattern"" of high levels of empathy and finding it natural to anthropomorphize non-human animals.",true,do
