StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q26_18,Q27_29,Q29,Q31,Q33,Q34,Q35,Q36,Q37,Q38,Q81,Q82,Q102,Q103,Q106,CommonUncommon,SeenText,ProperImproper,ReflectText
2017-03-25 12:07:58,2017-03-25 12:12:17,0,100,258,1,2017-03-25 12:12:19,R_tFpE50rtslqPtoB,anonymous,2,7,4,3,5,6,5,6,2,1,1,2,31,,not sure,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:39,2017-03-25 12:12:19,0,100,340,1,2017-03-25 12:12:21,R_3gZ5himoV2PfleO,anonymous,2,4,4,2,5,6,5,3,4,1,1,2,30,no,To explore people's religious beliefs and to see if science can sway beliefs.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:22,2017-03-25 12:12:21,0,100,238,1,2017-03-25 12:12:22,R_OGRyORltLDvyuaJ,anonymous,2,4,3,4,5,4,5,5,4,1,1,1,27,"No issues at all. ","How religious affiliation effects our answers about Michael and the study. ",3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:45,2017-03-25 12:12:20,0,100,155,1,2017-03-25 12:12:22,R_2QQEEZKPegOy011,anonymous,2,7,5,4,4,4,2,6,4,1,1,1,26,no,im not really sure,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:12:14,2017-03-25 12:12:22,0,100,8,1,2017-03-25 12:12:24,R_2cpIoW2jXYokla0,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:08:10,2017-03-25 12:12:25,0,100,255,1,2017-03-25 12:12:27,R_3fltM0CYHFtT7iv,anonymous,2,5,2,4,4,3,3,2,1,2,1,2,34,No,"If your beliefs would be changed by scientific evidence ",3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:16,2017-03-25 12:12:29,0,100,372,1,2017-03-25 12:12:30,R_8wRm8aoZhdcHEpr,anonymous,2,2,6,3,4,2,6,7,4,2,1,1,39,,"Having seen the last set of questions, I think it's about differences in how the study might be reported (proper functioning vs. ""malfunctioning), etc.  But I didn't think that until the last screen.",3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:10:40,2017-03-25 12:12:28,0,100,108,1,2017-03-25 12:12:30,R_1lrZQyf8KZ0B7M5,anonymous,2,4,1,4,5,5,4,4,3,1,2,1,30,,no idea,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:11:09,2017-03-25 12:12:30,0,100,80,1,2017-03-25 12:12:31,R_UAWZzi5YrhnX2kV,anonymous,2,1,1,4,7,7,1,1,1,1,1,1,40,,,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:50,2017-03-25 12:12:38,0,100,227,1,2017-03-25 12:12:39,R_2Y8QX7uzgjLilla,anonymous,2,7,7,4,4,4,3,2,2,1,1,1,19,No,How religious beliefs can be impacted by science.,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:16,2017-03-25 12:12:49,0,100,213,1,2017-03-25 12:12:51,R_2dmwVbLAgrQF2AN,anonymous,2,2,5,4,3,3,6,6,4,2,1,2,26,Nothing.,The survey was about how people would react to such evidence being found if they are religious or not religious.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:09:41,2017-03-25 12:12:50,0,100,189,1,2017-03-25 12:12:51,R_W9hHkTX57YIFdZv,anonymous,2,1,3,4,6,4,2,1,4,1,1,1,28,,,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:12:40,2017-03-25 12:12:52,0,100,12,1,2017-03-25 12:12:53,R_1opuUJI74kWBhX7,anonymous,,,,,,,,,,,,,,,,,,,,
2017-03-25 12:06:30,2017-03-25 12:12:54,0,100,383,1,2017-03-25 12:12:55,R_3hlTjk9pVUoyawT,anonymous,2,7,1,4,4,2,1,3,4,2,2,1,31,No,Linking brain activity to belief in a God,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:21,2017-03-25 12:12:57,0,100,275,1,2017-03-25 12:12:58,R_pc5hbSkV6AYdCEN,anonymous,2,5,5,4,4,4,5,6,1,1,1,1,33,none,if study would change beliefs,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:11:01,2017-03-25 12:12:55,0,100,113,1,2017-03-25 12:12:58,R_1okfSk8K7OIMP4d,anonymous,2,3,5,4,4,4,6,5,1,1,1,2,28,,Religious beliefs,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:41,2017-03-25 12:13:00,0,100,378,1,2017-03-25 12:13:01,R_1mCpOgyyUfe4YWo,anonymous,2,7,6,4,6,6,5,5,3,1,1,1,65,I believe I saw a duplicate question on one page.,Believes.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:09,2017-03-25 12:13:14,0,100,305,1,2017-03-25 12:13:16,R_3lrF720cnu9pQDb,anonymous,2,7,2,4,4,7,1,2,4,1,1,2,27,"I was confused about whether or not the temporal question was very uncommon or not. ","To learn about how reactions to God affect brain activity. ",3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:34,2017-03-25 12:13:21,0,100,347,1,2017-03-25 12:13:23,R_3nq7H2lhZKD7l1G,anonymous,2,7,3,4,6,6,3,5,1,1,1,2,58,all good,brain activity,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:08,2017-03-25 12:13:28,0,100,319,1,2017-03-25 12:13:29,R_2wBlr6is1PC5xo4,anonymous,2,7,3,4,4,4,3,2,4,2,1,2,44,,"whether our perception of God could be changed by what science says ",3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:09:20,2017-03-25 12:13:32,0,100,252,1,2017-03-25 12:13:33,R_8kLYffeYpIe4qCR,anonymous,2,2,3,4,4,2,6,6,1,2,1,1,73,none,no clue,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:10:57,2017-03-25 12:13:34,0,100,156,1,2017-03-25 12:13:35,R_1Lkd6iGMPYophaa,anonymous,2,7,5,3,3,4,3,5,1,2,1,1,26,No,Effect of outside sources on beliefs,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:59,2017-03-25 12:13:34,0,100,275,1,2017-03-25 12:13:35,R_3nBNGindG9faafT,anonymous,2,7,4,4,6,4,5,5,1,1,1,2,32,no problems that i noticed,"possibly how believable information might be? or how i might perceive it
",3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:20,2017-03-25 12:13:35,0,100,374,1,2017-03-25 12:13:37,R_ZDb38ZSdTZVVuPn,anonymous,2,7,5,4,4,4,3,3,2,2,1,2,57,No.,To determine if participants' perceptions can be changed when contradictory information is presented.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:09:04,2017-03-25 12:13:39,0,100,275,1,2017-03-25 12:13:41,R_eW1mtUrczGsFQY1,anonymous,2,1,1,4,4,1,7,7,1,2,2,1,57,no,changing belief,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:10:13,2017-03-25 12:13:45,0,100,211,1,2017-03-25 12:13:46,R_3MPvoqABELQ0MBJ,anonymous,2,6,7,2,4,4,5,5,3,1,1,2,38,Everything worked.,Whether religious people see science as having an impact on religious belief or not.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:19,2017-03-25 12:13:49,0,100,390,1,2017-03-25 12:13:50,R_33xJye48sXaPEIl,anonymous,2,6,4,4,4,4,5,5,4,1,1,2,65,No,I have no idea,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:11,2017-03-25 12:13:54,0,100,342,1,2017-03-25 12:13:55,R_3p8U6FF81qYlSwz,anonymous,2,1,4,4,4,4,4,5,2,2,1,1,18,,,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:09:45,2017-03-25 12:13:54,0,100,249,1,2017-03-25 12:13:56,R_3kteXsozRBA55le,anonymous,2,6,1,4,4,3,1,2,1,2,1,1,45,no,religeous convictions,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:10:46,2017-03-25 12:14:00,0,100,193,1,2017-03-25 12:14:03,R_23f3E620tyX1AES,anonymous,2,7,7,4,7,7,6,6,4,1,1,2,25,No,Psychological analysis,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:39,2017-03-25 12:14:09,0,100,269,1,2017-03-25 12:14:10,R_3pbWEdaUwk9VR1e,anonymous,2,1,7,3,5,4,7,5,2,2,1,1,49,no,,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:11:15,2017-03-25 12:14:11,0,100,175,1,2017-03-25 12:14:12,R_2uBW5D2nlkqmg9R,anonymous,2,2,1,4,5,2,2,5,4,2,1,1,34,no,not sure,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:09:46,2017-03-25 12:14:16,0,100,270,1,2017-03-25 12:14:18,R_2PARb6a1zPhDfFa,anonymous,2,2,2,4,6,6,1,3,1,2,2,1,35,,If people were guilble enough to believe that belief in God was related to a brain deffect,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:12:44,2017-03-25 12:14:21,0,100,96,1,2017-03-25 12:14:22,R_33ljawpa98zf5Za,anonymous,2,1,5,4,3,3,5,6,2,2,1,1,31,,Not sure,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:45,2017-03-25 12:14:21,0,100,395,1,2017-03-25 12:14:23,R_a5fRANl8vLzmrmN,anonymous,2,7,5,4,5,5,6,6,1,1,1,1,58,no,not sure,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:11:19,2017-03-25 12:14:21,0,100,181,1,2017-03-25 12:14:23,R_8Hx0igAVbjprwlz,anonymous,2,7,2,4,4,4,2,3,4,1,1,1,63,No,No idea.,1,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:11:56,2017-03-25 12:14:24,0,100,147,1,2017-03-25 12:14:26,R_31RwiYUrW5SOLgN,anonymous,2,2,5,3,4,3,6,6,1,1,1,1,30,,"People's perception of studies and beliefs ",3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:20,2017-03-25 12:14:26,0,100,305,1,2017-03-25 12:14:27,R_Qj2kctGF2W4KVVf,anonymous,2,1,5,3,7,4,5,3,4,1,1,2,41,,"I have no idea. I do believe that people in the world that believe in God have different brains. Not so sure it means their brain is right. ",3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:14:28,2017-03-25 12:14:32,0,100,3,1,2017-03-25 12:14:34,R_3ijVq4Fkmn6fdH8,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:11:54,2017-03-25 12:14:35,0,100,160,1,2017-03-25 12:14:36,R_1I5UBY0dGM3KyhQ,anonymous,2,2,2,3,6,6,6,5,1,1,1,1,23,No.,,2,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:11:38,2017-03-25 12:14:37,0,100,179,1,2017-03-25 12:14:38,R_2RaD02n898fD1WT,anonymous,2,7,6,4,7,7,5,1,3,1,1,2,34,,,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:44,2017-03-25 12:14:37,0,100,293,1,2017-03-25 12:14:39,R_RUeTaFBX9O5y8Pn,anonymous,2,4,2,4,7,4,1,5,4,1,1,2,61,NA,determining one's connection to a belief system,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:10:24,2017-03-25 12:14:40,0,100,255,1,2017-03-25 12:14:41,R_3hEzwcgblkFOmOf,anonymous,2,6,6,1,6,4,6,7,4,1,1,2,43,no,Science and Religion,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:20,2017-03-25 12:14:46,0,100,326,1,2017-03-25 12:14:48,R_spwPlKNipg4zH57,anonymous,2,7,7,4,6,6,5,5,1,1,1,2,34,No,I don't know.,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:53,2017-03-25 12:14:48,0,100,294,1,2017-03-25 12:14:49,R_3q9lzE0to6vRmao,anonymous,2,6,3,4,3,4,5,5,1,2,2,2,47,No,Interesting,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:10:49,2017-03-25 12:14:47,0,100,238,1,2017-03-25 12:14:49,R_1LTGE3uYYcxtwUA,anonymous,2,5,2,4,3,2,5,5,4,2,1,2,20,,"To observe how people conclude certain things when given certain circumstances ",3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:11:16,2017-03-25 12:14:49,0,100,212,1,2017-03-25 12:14:50,R_3koctlScsWW7WRU,anonymous,2,1,4,4,4,4,6,4,1,2,2,1,35,no,I don't know,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:12,2017-03-25 12:14:51,0,100,399,1,2017-03-25 12:14:52,R_AKEarlgL5RKPmU1,anonymous,2,1,2,4,6,6,1,3,3,2,1,1,59,all good - double post on same question,Brain activity beliefs,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:10:48,2017-03-25 12:14:55,0,100,247,1,2017-03-25 12:14:57,R_Qp4dDjLC4xKZjK9,anonymous,2,2,4,3,4,3,4,3,4,2,1,1,45,no,Belief vs scientific findings,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:11:28,2017-03-25 12:14:59,0,100,210,1,2017-03-25 12:15:00,R_3esg3ibTmBcrqb6,anonymous,2,5,3,4,3,4,3,5,1,2,2,2,48,none,If your belief God changed knowing about this study.,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:08:50,2017-03-25 12:15:03,0,100,373,1,2017-03-25 12:15:05,R_yKHmyEG1lHHVag1,anonymous,2,4,2,4,7,6,5,6,4,1,1,1,26,none,How people feel about believing in God.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:21,2017-03-25 12:15:08,0,100,407,1,2017-03-25 12:15:10,R_1CroC4w4LfC3tLw,anonymous,2,3,5,4,6,6,2,2,3,1,1,1,28,None,If people are affected by a change in their belief system if they are told that it can somwhat be measured or at least be detected b activity in the brain.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:07:01,2017-03-25 12:15:11,0,100,489,1,2017-03-25 12:15:12,R_O9giREOT5KemEal,anonymous,2,7,6,1,7,4,5,7,3,2,1,2,34,no,To see how you believe in God,1,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:09:25,2017-03-25 12:15:12,0,100,346,1,2017-03-25 12:15:14,R_2XjwQ5IgDBm7L8x,anonymous,2,2,1,4,4,2,4,4,1,2,2,1,56,none,how best to influence believers and non believers with bs/fantasy logic.,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:11:44,2017-03-25 12:15:22,0,100,218,1,2017-03-25 12:15:24,R_30kMspNHpooyUrF,anonymous,2,1,5,4,3,2,3,3,4,2,1,1,23,N/A,I think the study was to discoverer how people would feel if science could  explain beliefs and attitudes.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:11:08,2017-03-25 12:15:27,0,100,259,1,2017-03-25 12:15:29,R_RWS1leEsjnBBpg5,anonymous,2,5,5,4,4,3,3,5,4,1,1,1,63,no,I don't know,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:08:00,2017-03-25 12:15:27,0,100,447,1,2017-03-25 12:15:29,R_73c1svDSaoztWYp,anonymous,2,2,5,3,4,4,5,5,2,2,1,1,27,,not sure.,,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:24,2017-03-25 12:15:29,0,100,545,1,2017-03-25 12:15:31,R_1ONA7Ax2LhjkDa7,anonymous,2,5,5,3,6,4,5,5,1,1,1,2,43,No,"If research suggest an activity is right will people be more confident in their beliefs. ",3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:11:50,2017-03-25 12:15:36,0,100,225,1,2017-03-25 12:15:37,R_3nfuFjFAhAyetn3,anonymous,2,2,3,3,4,4,4,4,2,1,1,1,29,,Religion and science.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:12:24,2017-03-25 12:15:36,0,100,192,1,2017-03-25 12:15:38,R_2yswpdJFZCyFN0m,anonymous,2,6,4,4,5,5,4,3,1,2,1,2,58,no,If I believe what the study says,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:10:04,2017-03-25 12:15:45,0,100,341,1,2017-03-25 12:15:46,R_3rrA5nGQrepsPV7,anonymous,2,7,2,4,5,4,2,5,1,2,1,2,40,no,views on religion,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:15:40,2017-03-25 12:15:44,0,100,4,1,2017-03-25 12:15:46,R_3imXed99630F454,anonymous,1,,,,,,,,,,,,,,,,,,,
2017-03-25 12:11:50,2017-03-25 12:15:47,0,100,236,1,2017-03-25 12:15:48,R_1imMp0e9XQR6HMz,anonymous,2,4,1,4,4,6,2,2,1,1,1,2,52,It just sounds silly to me,belief in god and activity in temporal lobe,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:06:24,2017-03-25 12:15:49,0,100,565,1,2017-03-25 12:15:50,R_3kth9MQunTWWrCN,anonymous,2,2,2,4,7,5,,,1,1,1,1,23,"I accidentally skipped a page. ",If we think that individuals who believe in god are more confident in their belief if they find out about the brain lobe activity scientific fact.,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:13:40,2017-03-25 12:15:54,0,100,134,1,2017-03-25 12:15:55,R_1Kx58r4Gkn1gY61,anonymous,2,1,3,4,2,2,6,6,1,2,1,1,19,NA,How people perceive religious topics and their connection to brain activity.,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:12:32,2017-03-25 12:15:54,0,100,201,1,2017-03-25 12:15:55,R_1FLO9ezHMoo7WOw,anonymous,2,7,4,4,6,6,4,2,4,2,1,2,36,,brain functioning &belief,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:13:00,2017-03-25 12:15:56,0,100,175,1,2017-03-25 12:15:57,R_ZELxJw7mit2TxLz,anonymous,2,3,3,4,3,3,3,2,4,2,1,1,42,no problems,to see if scientific research can affect people who believe in God,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:05:55,2017-03-25 12:15:57,0,100,601,1,2017-03-25 12:15:58,R_31YtacNyjLizBT5,anonymous,2,2,2,4,6,6,1,2,3,2,1,1,37,,"Perceptions of dynamic change over basic beliefs ",3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:09:06,2017-03-25 12:16:01,0,100,414,1,2017-03-25 12:16:03,R_3pcobszGaGdk9NM,anonymous,2,7,7,4,4,4,2,2,4,2,2,1,50,No,"Unsure ",3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:12:02,2017-03-25 12:16:18,0,100,255,1,2017-03-25 12:16:20,R_2VL6pQsIPZyQGKd,anonymous,2,2,4,4,2,2,6,5,1,1,2,2,25,,"If people that believed in god, could be awayed other wise? If scientific information that had a correlation with god believers meant anything to people that believed in god. ",3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:11:33,2017-03-25 12:16:20,0,100,286,1,2017-03-25 12:16:21,R_1jDMvmcqLkLfbMK,anonymous,2,7,1,4,4,4,1,5,3,2,1,2,65,I don't believe this temporal lobe activity theory,Testing the strength of one's faith?,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:07:16,2017-03-25 12:16:26,0,100,550,1,2017-03-25 12:16:28,R_1GyoRgyIARuaCLz,anonymous,2,2,3,4,5,5,4,2,1,2,1,1,26,no,opinions on religion,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:13:50,2017-03-25 12:16:26,0,100,155,1,2017-03-25 12:16:28,R_3sgnaMNnDnUv2MH,anonymous,2,5,6,4,5,5,5,5,3,1,1,2,38,No,God,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:10:06,2017-03-25 12:16:42,0,100,395,1,2017-03-25 12:16:44,R_OJCmRH0tJu7iwVz,anonymous,2,7,4,2,4,4,4,4,1,2,1,2,63,no,unsure,1,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:09:40,2017-03-25 12:16:54,0,100,433,1,2017-03-25 12:16:56,R_1KoTdf7qCtnCMsz,anonymous,2,7,6,4,6,6,5,4,3,1,1,2,61,no,"unsure, physical evidence against aesthetic belief",3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:13:44,2017-03-25 12:17:03,0,100,198,1,2017-03-25 12:17:04,R_T7nAcsEtsynkjRv,anonymous,2,7,4,3,4,4,2,6,4,2,1,1,54,no,relationship between science and belief,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:11:16,2017-03-25 12:17:02,0,100,346,1,2017-03-25 12:17:04,R_TnEr48DTuJrAwRb,anonymous,2,1,1,4,5,5,5,1,3,2,1,1,25,no,it was about perceptions,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:14:43,2017-03-25 12:17:14,0,100,150,1,2017-03-25 12:17:15,R_1HeJgYz9sI1XhkR,anonymous,2,1,4,4,6,4,5,2,1,1,1,1,27,No,How people perceive scientific findings that determine their affinity with religion,3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:11:52,2017-03-25 12:17:17,0,100,325,1,2017-03-25 12:17:19,R_3n9hBdloCqKC3ZO,anonymous,2,7,7,4,4,4,1,1,4,2,2,2,49,No,To see if we believe in God.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:12:39,2017-03-25 12:17:23,0,100,283,1,2017-03-25 12:17:24,R_24odgcCC4ggWHZF,anonymous,2,7,5,4,4,4,5,5,4,1,1,2,36,"No, it was clear.","I think this survey may have been about seeing if scientific findings would affect faith. ",3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:06:56,2017-03-25 12:17:23,0,100,626,1,2017-03-25 12:17:25,R_3lz7kv2zcvzlNHq,anonymous,2,6,6,4,3,3,2,3,1,2,1,1,53,"It all worked properly, I had no issues.",Perception and opinions of God when beliefs are challenged by science.,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:12:49,2017-03-25 12:17:29,0,100,280,1,2017-03-25 12:17:31,R_10Zy0xIJ3zl1ILS,anonymous,2,5,6,4,2,4,2,3,4,2,1,2,30,,unsure,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:12:35,2017-03-25 12:17:32,0,100,297,1,2017-03-25 12:17:34,R_SCMeigam0ptYkKd,anonymous,2,7,1,4,6,6,1,1,2,1,1,2,32,no,how a scientific explanation for the existence of God would shape our belief in His existence or lack there of,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:14:42,2017-03-25 12:17:37,0,100,175,1,2017-03-25 12:17:39,R_do595MORKylAgh3,anonymous,2,2,4,4,4,4,3,3,3,2,2,1,27,no issues,no idea,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:14:18,2017-03-25 12:17:43,0,100,204,1,2017-03-25 12:17:45,R_1OGOtDqxAMj4fo6,anonymous,2,4,4,4,3,4,4,3,3,2,2,1,23,No,N/A,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:12:35,2017-03-25 12:17:46,0,100,310,1,2017-03-25 12:17:47,R_RnmOTyeXEw0hjRT,anonymous,2,7,5,4,6,6,5,6,4,1,1,2,60,Everything was easy to understand.,"Whether if one believes that the connection is real, the person will believe it and therefore have more faith in God as it would seem like more of a reality due to the findings of the study.",3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:14:28,2017-03-25 12:17:55,0,100,206,1,2017-03-25 12:17:56,R_3dKQiTtqUy0sCh4,anonymous,2,4,7,3,4,3,6,7,1,2,1,2,37,No problems,"Not sure -- it might have something to do with how people's beliefs affect how they interpret the conclusions of scientific studies, especially those that might bring their belief systems into question.",3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:14:02,2017-03-25 12:17:57,0,100,235,1,2017-03-25 12:17:59,R_2wSl7R2zK5zUnH4,anonymous,2,1,4,3,4,4,5,5,2,1,1,1,56,,I really don't know.,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:14:42,2017-03-25 12:18:07,0,100,204,1,2017-03-25 12:18:08,R_1FP2RdVwspIHJmg,anonymous,2,5,5,4,4,6,5,5,4,1,1,1,26,No,How much people believe studies,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:12:46,2017-03-25 12:18:24,0,100,337,1,2017-03-25 12:18:25,R_2SGiwxXWNyWxkwQ,anonymous,2,4,3,3,6,4,4,5,1,1,1,1,33,no problems,"Not sure, but to better understand my answers, I don't feel that the brain lighting up in the same spot among believers has any effect on whether or not god does exist. ",3,common,seen in a large majority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:14:28,2017-03-25 12:18:25,0,100,236,1,2017-03-25 12:18:26,R_D8JWwBrmxB3sSv7,anonymous,2,7,7,4,7,7,3,3,4,1,1,2,24,no,?,3,uncommon,seen in a minority of people,proper,the operation of a brain system doing what it evolved to do
2017-03-25 12:13:51,2017-03-25 12:18:32,0,100,280,1,2017-03-25 12:18:33,R_W3tlHso8X5iYtah,anonymous,2,7,7,4,4,4,3,2,4,2,1,1,72,No," To see if we would change your beliefs if we have different evidence ",3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:14:40,2017-03-25 12:18:33,0,100,233,1,2017-03-25 12:18:35,R_2pYUv9uoH13U7u9,anonymous,2,2,1,4,4,4,2,3,4,2,2,1,38,,If I would believe the results of the study and how it would impact my answers.,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
2017-03-25 12:12:47,2017-03-25 12:18:36,0,100,348,1,2017-03-25 12:18:37,R_SNpxWDr339ziVjj,anonymous,2,1,1,3,4,3,5,5,2,2,1,1,28,no,to see what people thought of the temporal lobe study and god,3,common,seen in a large majority of people,improper,a defect in the operation of a brain system
2017-03-25 12:14:21,2017-03-25 12:18:39,0,100,258,1,2017-03-25 12:18:41,R_2BfcOHUzgXm6ygI,anonymous,2,1,1,4,4,4,3,3,2,1,1,2,27,,,3,uncommon,seen in a minority of people,improper,a defect in the operation of a brain system
