StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q26_18,Q13,Q13_9_TEXT,Q19,Q81,Q82,Q102,Q103,Q106,GodAtheism,GodAtheismLanguage,NormalAbnormal,PossessLack,Explanation
2014-05-04 21:08:00,2014-05-04 21:10:59,0,,179,1,2014-05-04 21:11:00,R_blV5voG43jrfrhj,,2,20,19,19,19,21,21,21,4,9,dax,6,1,29,,interesting if the study is true.,2,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:08:38,2014-05-04 21:11:15,0,,157,1,2014-05-04 21:11:16,R_eJxATGNEyVC64LP,,2,19,19,17,19,18,19,19,5,9,dax,"2,3",2,22,no,our thoughts,3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:10:59,2014-05-04 21:12:41,0,,102,1,2014-05-04 21:12:41,R_6u54UsvGXN3r10V,,2,21,21,21,21,18,20,19,3,9,dax,6,1,28,,Religion and science conflicts.,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:02:06,2014-05-04 21:13:24,0,,678,1,2014-05-04 21:13:25,R_9ubhfxMDXJPJ4UJ,,2,19,21,20,19,21,19,21,4,9,dax,6,1,20,Nope,Thoughts on research and atheism?,3,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:13:26,2014-05-04 21:13:31,0,,5,1,2014-05-04 21:13:32,R_50ji9m21ic6ZoMZ,,1,,,,,,,,,,,,,,,,,,,,,
2014-05-04 21:09:47,2014-05-04 21:15:21,0,,334,1,2014-05-04 21:15:21,R_1GGPFDOfQ4fgLt3,,2,20,20,20,18,18,19,20,7,9,dax,6,1,33,no,Survey about the separation of church and state and how people of differing levels of belief in god respond.,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:15:14,2014-05-04 21:18:04,0,,170,1,2014-05-04 21:18:05,R_dbvexUHDl5mjxAh,,2,16,17,19,19,16,19,20,3,9,dax,6,2,26,,I think this survey was about people's willingness to separate from their beliefs when disproved by science.,3,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:14:48,2014-05-04 21:18:05,0,,197,1,2014-05-04 21:18:05,R_4Irazwo1osfO3nT,,2,20,20,20,20,20,19,20,3,9,dax,5,2,31,no,The correlation between psychology and atheism.,3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:16:31,2014-05-04 21:20:05,0,,214,1,2014-05-04 21:20:06,R_5A12KfYfUZoqptX,,2,19,20,20,19,19,21,21,7,9,dax,6,1,36,None,"To see where I stand with God or Christian values being taught in school. ",3,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:19:19,2014-05-04 21:21:37,0,,138,1,2014-05-04 21:21:37,R_9tVkEG4vlWp3Vm5,,2,20,19,19,18,18,16,21,5,9,dac,6,2,30,No,Easy,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:22:27,2014-05-04 21:22:52,0,,25,1,2014-05-04 21:22:52,R_4YGe4erEMtqtekd,,1,,,,,,,,,,,,,,,,,,,,,
2014-05-04 21:20:19,2014-05-04 21:29:30,0,,551,1,2014-05-04 21:29:31,R_7OQYpmug3f3VXoN,,2,19,17,20,19,17,19,19,6,9,dax,,1,19,"I did not find any part of this survey confusing. ","I believe that this survey is about an experiment that some scientists would like to have funded. I also think that it could be about who should appropriately be funding/ teaching these types of findings. ",3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:31:30,2014-05-04 21:32:19,0,,49,1,2014-05-04 21:32:19,R_eznQx3z5aeHvMuV,,2,20,17,19,19,19,19,18,1,9,dax,2,1,19,,My beliefs.,3,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:30:24,2014-05-04 21:33:53,0,,209,1,2014-05-04 21:33:54,R_9zTMb9jxZJeUY05,,2,18,18,18,17,17,20,21,4,9,dax,,1,22,,The relationship between religion and psychology,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:31:46,2014-05-04 21:34:12,0,,146,1,2014-05-04 21:34:13,R_87JIVFo4WbDePdz,,2,20,20,19,20,19,20,20,6,9,dax,,2,32,none,My beleive.,3,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:30:03,2014-05-04 21:34:39,0,,276,1,2014-05-04 21:34:39,R_2l5qYRc9LY5JX2B,,2,19,19,19,19,18,20,20,6,9,dax,6,1,18,,If I believe this type of information without being given much information about funding or who is involved in this research.,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:39:29,2014-05-04 21:40:52,0,,83,1,2014-05-04 21:40:52,R_37y7NS4SI3Ic00R,,2,16,17,16,16,15,20,20,1,9,dax,6,2,21,,,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:40:15,2014-05-04 21:41:50,0,,95,1,2014-05-04 21:41:51,R_bQ5cdnbdLxYHGoR,,2,19,19,19,19,19,19,20,3,9,dax,2,1,25,"No, this was a straightforward survey.",This survey is about how people reacted to the idea of God.,3,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:39:31,2014-05-04 21:42:30,0,,179,1,2014-05-04 21:42:30,R_e4BnMt7ZVBqaK0d,,2,20,19,19,18,19,20,20,1,9,dax,6,2,23,,Science and religion,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 17:43:33,2014-05-04 17:45:12,0,,99,0,2014-05-04 21:45:40,R_cGtsLGbpCkjrDnL,,2,20,19,19,18,18,20,21,3,9,dax,,,,,,,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:44:25,2014-05-04 21:47:22,0,,177,1,2014-05-04 21:47:23,R_7WzNfkYZYwx4iTH,,2,18,17,17,19,21,21,21,6,9,dax,6,1,24,N/A,I'm assuming it's looking how atheists and theists react differently to the scientific finding (which potentially criticizes those who believe in God).,3,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:44:57,2014-05-04 21:47:28,0,,151,1,2014-05-04 21:47:29,R_eap0Sl3t2Ov3Rbv,,2,16,16,16,16,17,19,21,1,9,dax,6,1,24,,Science and religion.,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:49:54,2014-05-04 21:52:22,0,,148,1,2014-05-04 21:52:23,R_2612lfAR3WRrqdL,,2,19,17,20,19,16,19,20,7,9,dax,6,1,19,,People's views of teaching God in schools,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 21:50:20,2014-05-04 21:53:18,0,,178,1,2014-05-04 21:53:18,R_6imMvERd28QjYLX,,2,15,15,15,15,15,21,21,5,9,dax,"2,3,5",2,26,,How people view how Atheists think,3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:50:34,2014-05-04 21:54:45,0,,251,1,2014-05-04 21:54:45,R_87gqTk3dkyCqGrP,,2,20,18,18,19,16,20,21,7,9,dax,6,1,20,"The second attention check was unnecessary ",What believers think of this discovery versus atheists,3,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:54:18,2014-05-04 21:56:37,0,,139,1,2014-05-04 21:56:37,R_eal62MigvVpcnBj,,2,20,20,20,20,21,20,21,2,9,dax,6,1,23,no,how belief in god influences belief in science,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:55:29,2014-05-04 22:00:26,0,,297,1,2014-05-04 22:00:27,R_9yOvngZ8wRpMNNz,,2,15,15,15,15,16,21,21,7,9,dax,6,2,35,"No, I had no problems",I think the survey is seeing how many people believe in God and why.,3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:00:56,2014-05-04 22:04:44,0,,228,1,2014-05-04 22:04:45,R_2ohXviCCCcN69tH,,2,19,18,17,18,19,20,19,5,9,dax,6,1,25,None.,I have no clue. I had an idea but lost it.,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:02:00,2014-05-04 22:05:07,0,,187,1,2014-05-04 22:05:08,R_1ImjabmQYuVGLch,,2,17,17,18,20,18,16,19,3,"1,3,4,9",Car,"2,3,5",1,25,"Not at all. thank you for letting me participate in this study ","I think it's a great survey to gain psych information. ",2,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:02:49,2014-05-04 22:06:02,0,,193,1,2014-05-04 22:06:02,R_a9wB9n7ZS6P893D,,2,21,19,18,19,20,20,21,2,9,dax,6,1,21,No,Religion and Education,3,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:00:35,2014-05-04 22:06:04,0,,329,1,2014-05-04 22:06:04,R_9B2h841cUVyuNmd,,2,20,20,18,20,20,19,18,6,9,dax,,2,28,no,If a persons beliefs influence their thoughts on actual findings?,2,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:08:54,2014-05-04 22:09:11,0,,17,1,2014-05-04 22:09:12,R_ernmAD2rd2SNqD3,,1,,,,,,,,,,,,,,,,,,,,,
2014-05-04 22:07:26,2014-05-04 22:10:02,0,,156,1,2014-05-04 22:10:03,R_eJoRXkRspqgBjNP,,2,21,20,19,20,20,21,21,1,9,dax,6,2,28,,Atheism and people's thoughts about science in high school,3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:06:17,2014-05-04 22:11:01,0,,284,1,2014-05-04 22:11:02,R_56K4DLQH7Fd05lr,,2,16,19,17,16,16,20,20,7,9,dax,6,2,36,No,Religion and government,3,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:09:02,2014-05-04 22:12:04,0,,182,1,2014-05-04 22:12:04,R_6WFPQ3QJp0hOu21,,2,20,21,20,20,21,20,21,4,"1,3,4",,2,1,19,,How religion affects your personal wants.,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:08:58,2014-05-04 22:14:19,0,,321,1,2014-05-04 22:14:20,R_bD6FPor5GRK7lZj,,2,16,18,17,18,15,21,21,2,9,dax,6,1,34,Had to read very carefully. I'm not sure I got the Attention check questions right,"presented with many options, how much can one retain when presented with different potential questions.",3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:15:58,2014-05-04 22:16:08,0,,10,1,2014-05-04 22:16:08,R_3lwXUyLIEE2augd,,1,,,,,,,,,,,,,,,,,,,,,
2014-05-04 22:13:23,2014-05-04 22:16:25,0,,182,1,2014-05-04 22:16:25,R_b8eXc10XzdJtGJv,,2,19,19,19,18,19,20,21,7,9,dax,6,2,41,No,Comprehension affected by strong beliefs?,3,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:17:18,2014-05-04 22:19:27,0,,129,1,2014-05-04 22:19:28,R_bmgWAlxIxSySgBf,,2,18,20,16,18,18,21,21,1,9,dax,6,2,35,no problems,i'm not really sure,3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:15:44,2014-05-04 22:20:48,0,,304,1,2014-05-04 22:20:48,R_3JjGSnBzJfZQB6t,,2,15,15,15,15,15,21,21,7,9,dax,6,2,34,No.,"How easily one believes what they read, and then teach that to our children.",3,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:17:53,2014-05-04 22:21:19,0,,206,1,2014-05-04 22:21:19,R_0jome5GVm8OmIS1,,2,21,21,21,21,21,21,21,1,9,dax,6,1,28,none,atheism and science,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:15:22,2014-05-04 22:21:25,0,,363,1,2014-05-04 22:21:26,R_6Sg7KyLET9sYrlP,,2,21,16,19,15,20,19,21,6,9,dax,,1,19,"It was a little confusing but I thought i was able to answer the two ""did you read"" questions correctly. ",What we believe is important when talking about scientific research conclusions,3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:18:57,2014-05-04 22:21:46,0,,169,1,2014-05-04 22:21:47,R_a2UFPI6pW7YmtY9,,2,18,17,20,17,18,19,16,2,9,dax,6,1,23,No,"It's the most fun I've had all week,",3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:19:24,2014-05-04 22:22:43,0,,199,1,2014-05-04 22:22:44,R_0eafLm408N80wCx,,2,16,17,16,17,17,19,18,6,9,dax,6,2,34,no,Scientific testing and relevance,3,Atheism,be atheists,Normal,Lack,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:20:50,2014-05-04 22:23:37,0,,167,1,2014-05-04 22:23:38,R_5cL2vRbV70Z4dBr,,2,18,21,21,21,17,19,17,4,9,dax,6,1,20,The attention check asking which of the four I remembered is pretty hard to ask of someone.,Our beliefs affecting if we want funding.,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:28:41,2014-05-04 22:30:34,0,,113,1,2014-05-04 22:30:34,R_a02z2x0gqGoICy1,,2,19,20,19,20,19,19,19,3,9,dax,6,1,18,no,Psych Stuff,3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:37:51,2014-05-04 22:37:55,0,,4,1,2014-05-04 22:37:56,R_6tnfriwL9dwl96B,,1,,,,,,,,,,,,,,,,,,,,,
2014-05-04 22:40:00,2014-05-04 22:42:38,0,,158,1,2014-05-04 22:42:39,R_5cOnpPgac1P1cNv,,2,19,19,19,19,19,19,19,5,9,dax,,1,20,None.,Public opinion on a certain policy,3,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:39:27,2014-05-04 22:43:16,0,,229,1,2014-05-04 22:43:17,R_8cqNYE4nEhY0BHn,,2,20,18,18,18,21,16,20,1,9,dax,6,2,29,no,how people feel about atheism,3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:41:31,2014-05-04 22:45:07,0,,216,1,2014-05-04 22:45:07,R_cwsZDNsZXJeTEQR,,2,20,19,18,20,18,21,21,6,9,Dax,"2,3,5",2,32,"No ","Religion and science ",3,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:43:54,2014-05-04 22:49:23,0,,329,1,2014-05-04 22:49:24,R_6ojVsqu68aEv5k1,,2,20,15,15,21,19,19,21,1,9,dax,2,1,20,no not really,not sure actually,3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 22:48:45,2014-05-04 22:52:11,0,,206,1,2014-05-04 22:52:11,R_06wmr6zs6N9khYp,,2,19,19,19,18,17,21,21,1,9,dax,,2,23,,Testing how much people trust studies.,3,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:50:29,2014-05-04 22:55:14,0,,285,1,2014-05-04 22:55:15,R_cUDYqd1mHVT3b4p,,2,15,15,15,16,15,21,21,4,9,dax,6,1,26,No,"Survey on peoples reaction to religion. ",3,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:55:54,2014-05-04 22:57:29,0,,95,1,2014-05-04 22:57:30,R_aWXsFIuN0t4erl3,,2,21,21,20,19,20,21,20,2,9,dax,6,2,23,"The question at the end, I couldn't remember what all the earlier questions had been so it seemed unfair","Evaluating perceptions of religion ",3,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 22:56:18,2014-05-04 22:59:09,0,,171,1,2014-05-04 22:59:10,R_8wZP9NydQcIpJiJ,,2,15,19,20,17,16,21,20,6,9,dax,6,1,26,,Not sure,3,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 23:00:27,2014-05-04 23:03:16,0,,169,1,2014-05-04 23:03:16,R_2uFxIdKK3KzyQ9n,,2,19,18,18,18,18,20,19,5,9,dax,6,1,23,No,I have no clue,3,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 19:38:54,2014-05-04 19:38:57,0,,3,0,2014-05-04 23:39:06,R_efkWA4QcHhBrHed,,2,,,,,,,,,,,,,,,,,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 23:52:01,2014-05-04 23:55:51,0,,230,1,2014-05-04 23:55:51,R_1TfDUi9IQxJrdhb,,2,21,17,20,19,15,21,21,4,9,dax,,2,24,Nope!,Whether people think beliefs can be related to scientific fidnings.,3,Atheism,be atheists,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 20:38:48,2014-05-04 20:38:52,0,,4,0,2014-05-05 00:38:55,R_e9eoFrJcFPd2rSl,,2,,,,,,,,,,,,,,,,,Atheism,be atheists,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 20:39:11,2014-05-04 20:39:16,0,,5,0,2014-05-05 00:39:18,R_3kOP4Xnue9EFjOR,,2,,,,,,,,,,,,,,,,,God,believe in God,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 20:43:38,2014-05-04 20:43:42,0,,4,0,2014-05-05 00:43:48,R_3scNcy3NEIEpq0l,,2,,,,,,,,,,,,,,,,,Atheism,be atheists,Abnormal,Possess,Suppose a team of scientists discovers that people are more likely to be atheists if the ventral striatum cortex in their brain suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
2014-05-04 20:55:14,2014-05-04 20:55:58,0,,44,0,2014-05-05 00:56:02,R_6hTxiU2RFkPwXsh,,2,20,20,20,20,19,20,18,4,9,dax,,,,,,,God,believe in God,Normal,Possess,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain exhibits ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 20:53:48,2014-05-04 20:56:36,0,,168,0,2014-05-05 00:56:45,R_0NcHxt5BYKQ0bxb,,2,21,18,18,18,19,20,19,1,9,dax,,2,26,,,,God,believe in God,Abnormal,Lack,"Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain fails to exhibit ""Type M neural activity"". Type M activity is the type of activity normally observed in that brain region. The team has retested and confirmed the discovery in two additional experiments."
2014-05-04 21:17:42,2014-05-04 21:21:27,0,,225,0,2014-05-05 01:21:35,R_1XF2nmb5QAqzamN,,2,21,21,21,20,19,21,21,2,9,dax,,,,,,,God,believe in God,Normal,Lack,Suppose a team of scientists discovers that people are more likely to believe in God if the ventral striatum cortex in their brain never suffers from mini-seizures. Mini-seizures reflect an abnormality in that brain region. The team has retested and confirmed the discovery in two additional experiments.
