StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q108_1,Q108_2,Q108_3,Q108_4,Q108_5,Q108_6,Q108_7,Q108_8,Q108_9,Q108_10,Q108_11,Q108_12,Q100,Q15,Q14,Q16,Q119,Q118,Q122,Q121,Q97,Q101_1_1,Q101_2_1,Q101_3_1,Q101_4_1,Q101_5_1,Q101_6_1,Q101_7_1,Q101_8_1,Q101_9_1,Q101_10_1,Q101_11_1,Q101_12_1,Q13,Q13_9_TEXT,Q19,Q20,Q81,Q82,Q102,Q103,Q106,AcceptReject,SciRelMor,CommonRare,Claim,ClaimSet,Whether,TargetRating,Believe,True,Wrong,Explanation,ExplanationType,NormalAbnormal
2014-03-07 19:19:08,2014-03-07 19:28:17,0,,549,1,2014-03-07 19:28:18,R_38CXgwDgmDQiFSJ,,2,7,7,5,7,7,7,6,7,7,7,2,1,,,,,2,2,1,2,2,98,95,75,75,99,78,55,57,100,100,55,68,9,dax,"4,5",1,2,60,No,Helping with a thesis,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,5,reject,false,true,"People are more likely to reject this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-07 19:53:16,2014-03-07 20:01:39,0,,503,1,2014-03-07 20:01:40,R_aWT6rFzqeljksdL,,2,6,6,2,7,7,7,4,7,7,,4,4,7,4,4,4,,,,,7,80,89,50,100,80,75,25,70,100,100,50,10,9,dax,4,1,2,38,none,It was interesting.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,2,believe,true,false,"People are more likely to believe this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-07 20:16:27,2014-03-07 20:23:41,0,,434,1,2014-03-07 20:23:42,R_bNlmYSIzya7fJIx,,2,7,7,6,6,1,1,1,2,7,7,7,7,,,,,4,6,4,4,2,85,85,73,70,75,70,60,60,90,90,30,30,9,dax,"4,5",2,3,25,"No, not that I noticed.",Possibly to get a ratio of believers to non-believers for religion or spiritualness?,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,believe,true,false,"People are more likely to believe this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-07 20:28:40,2014-03-07 20:31:18,0,,158,1,2014-03-07 20:31:19,R_2mpi52rC6tomlBX,,2,2,2,2,3,2,3,3,2,2,2,3,2,4,4,4,4,,,,,3,60,50,50,20,75,20,50,70,100,50,100,50,9,dax,4,1,1,24,no,unsure,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,2,reject,false,true,"People are more likely to reject this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-07 20:52:29,2014-03-07 21:02:40,0,,611,1,2014-03-07 21:02:40,R_aaai3DUs7BiTnGB,,2,7,7,4,6,7,7,4,7,7,7,2,1,,,,,4,4,5,5,5,80,70,65,60,75,60,45,60,90,90,10,5,9,dax,"4,5",1,2,35,"The scenario with Michael and the 2 questions was very confusing.  I don't see how the second ""fact"" presented would influence Michael's opinion of the first.  ",I'm not sure,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,reject,false,true,"People are more likely to reject this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-07 21:27:37,2014-03-07 21:34:27,0,,410,1,2014-03-07 21:34:28,R_ex1OduTBhtIdOwR,,2,6,5,6,5,3,2,5,5,7,7,5,4,2,4,3,3,,,,,2,99,90,95,40,55,65,50,50,95,90,45,45,9,dax,"4,5",1,2,22,,I think this survey aims to see if facts can change moral opinions.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,5,believe,true,false,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-07 22:48:44,2014-03-07 22:54:04,0,,320,1,2014-03-07 22:54:05,R_cGaqIJsFyP2RkMJ,,2,7,7,7,6,6,6,1,4,7,7,2,2,,,,,4,4,4,4,3,99,99,75,99,80,75,45,75,99,99,15,15,4,,"4,5",1,2,29,no,beliefs,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,reject,false,true,"People are more likely to reject this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-07 22:49:32,2014-03-07 23:03:52,0,,860,1,2014-03-07 23:03:52,R_b1uvbMlwEDeYgfP,,2,6,6,2,4,6,6,4,6,6,6,2,2,,,,,6,6,6,6,4,100,100,50,60,90,90,60,90,100,100,40,30,9,dax,"4,5",1,1,48,no,not sure,2,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,6,believe,true,false,"People are more likely to believe this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-07 20:33:02,2014-03-07 20:34:38,0,,96,0,2014-03-08 00:34:42,R_dcXqEWUlE8EZBLD,,2,7,7,7,2,7,2,1,2,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,reject,false,true,"People are more likely to reject this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-08 06:14:56,2014-03-08 06:20:50,0,,354,1,2014-03-08 06:20:50,R_026GxpiRVQmKAD3,,2,7,4,5,1,1,1,1,1,6,6,1,1,4,4,4,4,,,,,4,99,20,50,50,45,45,76,70,99,99,15,30,9,dax,"4,5",1,1,43,no,morality,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,6,believe,true,false,"People are more likely to believe this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-08 08:19:54,2014-03-08 08:27:52,0,,478,1,2014-03-08 08:27:52,R_eWeDCvDFs66qiaN,,2,7,7,7,7,1,1,1,1,7,7,3,2,,,,,6,3,6,6,3,90,90,55,55,10,90,80,80,98,90,5,5,9,dax,"4,5",3,1,50,n/a,Evidence-based reasoning,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,believe,true,false,"People are more likely to believe this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-08 08:25:19,2014-03-08 08:32:24,0,,425,1,2014-03-08 08:32:24,R_2oBsmbHWdun5FEp,,2,7,7,6,5,4,4,4,4,7,7,4,4,2,4,4,4,,,,,2,95,90,65,70,70,60,3,5,99,99,1,1,9,dax,"4,5",1,2,22,No.,I don't know.,2,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,4,believe,true,false,"People are more likely to believe this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-08 08:44:09,2014-03-08 08:52:15,0,,486,1,2014-03-08 08:52:16,R_2rSbXwLe0feaGod,,2,6,7,7,6,1,1,1,1,7,7,1,1,,,,,4,6,4,4,6,99,90,80,70,80,40,65,45,100,100,5,4,9,dax,"4,5",1,1,21,"The website loaded a little slowly, but it wasn't much of a problem",Seeing how a persons religious beliefs correspond to how they judge the rest of the country to be.,3,1,2,1,There is a God.,3,there is a God,1,believe,true,false,"People are more likely to believe this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-08 08:55:01,2014-03-08 08:55:07,0,,6,1,2014-03-08 08:55:08,R_bd2666xIoA9W5AF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-08 09:23:02,2014-03-08 09:28:16,0,,314,1,2014-03-08 09:28:16,R_2s1veriTb9YjfUx,,2,6,6,6,6,5,4,3,4,7,7,4,2,3,4,4,4,,,,,3,98,95,70,60,90,25,35,30,99,99,15,2,9,dax,4,1,1,62,," belief predisposition ",3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,reject,false,true,"People are more likely to reject this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-08 09:25:36,2014-03-08 09:33:37,0,,481,1,2014-03-08 09:33:38,R_06dIOagF8zx9oJ7,,2,7,5,1,4,7,7,7,7,7,7,1,1,,,,,6,6,5,5,5,95,50,40,65,75,85,60,95,98,90,15,15,9,dax,4,1,2,33,using the words false and true made it a little difficult against the words right and wrong.,How people can change their opinions by the things they read,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,reject,false,true,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-08 09:47:15,2014-03-08 09:54:44,0,,449,1,2014-03-08 09:54:44,R_3pz1qd8uwepZqZv,,2,7,7,6,7,7,7,2,4,7,7,2,1,4,4,4,4,,,,,4,100,75,80,75,80,50,50,50,100,100,30,10,9,dax,"4,5",1,2,57,No,My beliefs compared to others' beliefs,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,believe,true,false,"People are more likely to believe this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-08 09:54:03,2014-03-08 10:00:17,0,,374,1,2014-03-08 10:00:17,R_06QNqkoVd2MdyHH,,2,7,7,7,7,6,7,3,6,7,7,2,2,3,2,3,3,,,,,5,89,89,65,55,66,72,66,77,87,72,23,32,9,dax,4,1,1,26,,,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,3,believe,true,false,"People are more likely to believe this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-08 10:37:34,2014-03-08 10:49:04,0,,690,1,2014-03-08 10:49:04,R_9Na70gcqc8MKcyV,,2,6,6,2,4,7,6,6,5,7,7,4,2,,,,,6,5,6,5,5,75,47,40,56,73,68,33,65,100,100,24,22,9,dax,5,1,2,51,The wording of the fact that Michael found in the book was confusing,,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,reject,false,true,"People are more likely to reject this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-08 10:48:51,2014-03-08 10:53:38,0,,287,1,2014-03-08 10:53:38,R_3qvCWVUd3NbhrHn,,2,6,6,7,7,1,1,1,1,7,7,6,6,5,1,1,1,,,,,1,90,90,30,80,70,50,20,40,95,95,1,1,9,dax,"4,5",1,2,19,No.,"People's religious beliefs. ",3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,reject,false,true,"People are more likely to reject this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-08 11:14:01,2014-03-08 11:19:21,0,,320,1,2014-03-08 11:19:22,R_4Ykyc7XhkQaXwVv,,2,5,5,5,6,1,5,6,5,6,5,5,5,,,,,5,4,2,5,2,5,2,2,5,10,2,2,2,20,2,30,2,"1,3,4",,"1,4",1,2,20,No,To see what people thought about God.,3,2,2,1,There is a God.,9,there is a God,1,reject,false,true,"People are more likely to reject this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-08 13:42:01,2014-03-08 13:47:21,0,,320,1,2014-03-08 13:47:22,R_3yKt1Zp8pBqr4rP,,2,6,5,6,6,4,4,1,1,7,7,2,2,,,,,5,5,3,3,5,90,90,50,50,80,75,25,25,90,90,40,40,9,dax,"4,5",1,2,29,no,beliefs,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,6,believe,true,false,"People are more likely to believe this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-08 13:42:36,2014-03-08 13:47:26,0,,290,1,2014-03-08 13:47:27,R_2aEv1zRAP7nGOLb,,2,6,5,6,5,2,3,2,2,7,7,4,4,6,6,6,6,,,,,6,80,75,75,75,50,50,30,50,99,90,40,40,9,dax,"4,5",1,1,32,,peoples perspectives,3,1,2,1,There is a God.,3,there is a God,2,believe,true,false,"People are more likely to believe this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-08 13:36:34,2014-03-08 13:54:43,0,,1089,1,2014-03-08 13:54:44,R_2avk31gl9pJAmY5,,2,6,6,6,7,2,2,1,2,7,7,1,1,2,4,2,3,,,,,3,90,80,65,60,55,65,50,60,95,95,25,20,9,dax,4,1,1,28,no,Perception and beliefes,2,2,2,1,There is a God.,9,there is a God,2,reject,false,true,"People are more likely to reject this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-08 13:57:30,2014-03-08 14:02:12,0,,282,1,2014-03-08 14:02:13,R_7TVYBCvjvazhci1,,2,7,7,7,7,4,4,1,4,7,7,1,1,4,4,4,4,,,,,1,85,90,70,75,70,60,50,70,100,100,15,15,9,dax,"4,5",1,1,32,no.,I do not know.,2,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,1,reject,false,true,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-08 13:59:29,2014-03-08 14:02:57,0,,208,1,2014-03-08 14:02:57,R_3mJd2Nm1bv9UrYh,,2,6,6,6,6,2,2,6,3,7,7,1,2,,,,,7,5,7,7,1,95,85,55,45,85,85,75,85,99,99,10,10,9,dax,"4,5",1,1,19,no,people's beliefs about various topics,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,reject,false,true,"People are more likely to reject this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-08 13:57:30,2014-03-08 14:05:21,0,,471,1,2014-03-08 14:05:22,R_57lpDtnL44bVZ5z,,2,7,7,7,7,5,4,1,3,7,7,1,2,4,5,4,4,,,,,3,75,65,50,85,80,60,55,55,99,90,30,20,9,dax,"4,5",1,2,48,Everything seemed clear to me.,I think this survey is about decision making.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,believe,true,false,"People are more likely to believe this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-08 13:59:39,2014-03-08 14:08:17,0,,518,1,2014-03-08 14:08:17,R_1BlKLAYnOF8E741,,2,7,7,7,7,1,1,1,1,6,6,2,2,,,,,6,6,6,6,6,90,75,60,65,85,70,40,35,99,99,25,35,9,dax,"4,5",3,1,19,No,"The study was to gauge peoples thoughts on various controversial views on things such as god and destiny. ",3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,6,reject,false,true,"People are more likely to reject this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-08 14:06:42,2014-03-08 14:09:41,0,,179,1,2014-03-08 14:09:42,R_2ajbkBaqreAiqJT,,2,4,4,4,5,3,3,4,5,5,5,4,3,,,,,3,5,5,5,5,60,50,70,70,85,55,90,80,99,75,70,25,9,dax,4,2,1,21,,,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,believe,true,false,"People are more likely to believe this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-08 13:55:40,2014-03-08 14:11:24,0,,944,1,2014-03-08 14:11:24,R_ey8kXrV7M9x4iaN,,2,7,7,7,6,4,6,3,4,7,7,4,4,,,,,5,5,7,7,1,90,75,70,55,80,83,18,33,100,100,22,15,9,dax,"4,5",1,2,26,"At the beginning when Michael is reading the claim and fact, he thinks the fact is true. However, we do not know if by reading the fact he decided that he was offended (even in a minor way) by its implication and because he just kind of guessed he believed evolution to be true that he felt he could change his mind about the claim. Did he agree that he had an abnormal attachment with his parents? If not, did that negate his earlier thoughts about the claim? Did it confirm it? Did he just figure maybe most people who believe in evolution have an abnormal attachment but not everyone so it didn't really matter?","This survey is about what people believe. It is about what people believe about a higher power and what people believe in scientifically AND what people believe that OTHER people believe. It also deals with the way people perceive themselves and how that affects their believes when presented with ""facts"" and ""claims.""",3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,believe,true,false,"People are more likely to believe this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-08 13:59:47,2014-03-08 14:11:26,0,,699,1,2014-03-08 14:11:26,R_8wVNayDqwfpSpwh,,2,7,6,7,6,2,2,2,2,,7,1,1,,,,,4,2,4,4,5,99,99,50,60,95,95,90,90,100,100,5,1,9,dax,"4,5",1,1,37,No,Don't know,2,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,reject,false,true,"People are more likely to reject this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-08 14:04:51,2014-03-08 14:11:56,0,,425,1,2014-03-08 14:11:56,R_77gzWsmoGxmtSap,,2,6,6,5,6,5,4,2,2,6,6,3,3,5,3,3,5,,,,,6,90,90,40,70,75,40,20,42,90,90,35,10,9,dax,"4,5",2,1,30,,"Religious beliefs. ",3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,2,reject,false,true,"People are more likely to reject this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-08 14:07:33,2014-03-08 14:13:50,0,,377,1,2014-03-08 14:13:51,R_4O6AjCbOWn53jBr,,2,6,6,6,1,6,5,3,3,3,2,2,1,5,5,2,2,,,,,2,95,80,50,51,50,50,79,40,90,60,5,2,9,dax,"1,5",1,2,48,no,gullibility,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,reject,false,true,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-08 13:59:07,2014-03-08 14:14:14,0,,907,1,2014-03-08 14:14:14,R_cMiSOCdoAcuKSuF,,2,6,5,5,4,4,4,4,6,2,2,5,4,6,5,3,3,,,,,5,90,80,50,80,50,50,50,50,0,0,50,50,9,dax,4,1,2,34,no,confusing,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,2,believe,true,false,"People are more likely to believe this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-08 14:08:06,2014-03-08 14:15:07,0,,421,1,2014-03-08 14:15:08,R_bO9eq0yxvTs3aFn,,2,5,5,7,4,2,2,3,2,7,6,2,4,,,,,3,4,2,2,4,80,60,60,70,60,60,60,60,90,90,50,50,9,dax,"4,5",2,1,28,The questions were not precise when talking about Michael.,,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,believe,true,false,"People are more likely to believe this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-08 14:13:32,2014-03-08 14:18:37,0,,305,1,2014-03-08 14:18:38,R_0ocjQjD2Fr4PUnX,,2,7,7,6,6,4,4,2,4,7,7,3,3,2,2,4,4,,,,,2,75,60,40,50,50,50,30,35,85,60,40,15,9,dax,4,1,1,21,No. It worked perfectly fine.,Perceptions on morality,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,reject,false,true,"People are more likely to reject this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-08 14:10:07,2014-03-08 14:18:57,0,,530,1,2014-03-08 14:18:58,R_6lBTxmdEbDsrapT,,2,7,6,7,7,1,1,1,1,7,7,2,2,2,2,2,2,,,,,6,96,25,50,75,65,60,50,50,98,98,25,10,9,dax,"4,5",1,1,55,No,People's belief in god and spirits and morality,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,1,believe,true,false,"People are more likely to believe this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-08 14:11:52,2014-03-08 14:19:02,0,,430,1,2014-03-08 14:19:02,R_5p3DCoTMl6eQey1,,2,7,7,6,7,4,3,3,2,6,1,5,2,,,,,4,3,4,4,2,100,100,85,75,95,85,50,75,100,100,15,10,9,dax,"4,5",1,2,23,,How confident people are in their beliefs,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,believe,true,false,"People are more likely to believe this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-08 14:17:35,2014-03-08 14:23:58,0,,383,1,2014-03-08 14:23:59,R_0NZn0ALOR7ZX3IF,,2,7,7,7,6,7,6,7,6,7,7,7,6,7,6,7,6,,,,,7,10,10,10,10,10,5,5,5,5,10,10,10,"3,4,7,8",,3,4,2,32,nothing i enjoyed it,it as different,1,2,2,1,There is a God.,9,there is a God,7,reject,false,true,"People are more likely to reject this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-08 14:20:07,2014-03-08 14:24:48,0,,281,1,2014-03-08 14:24:48,R_6Yh64Wrt2p8K6hf,,2,5,5,5,4,7,6,5,4,6,2,2,2,4,4,4,4,,,,,5,70,5,50,70,70,40,85,40,99,60,5,10,9,dax,"4,5",1,1,23,No,Peoples moral reaction to vegetarians.,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,reject,false,true,"People are more likely to reject this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-08 14:20:46,2014-03-08 14:24:57,0,,251,1,2014-03-08 14:24:58,R_cZ8gtzIt9TbwoWV,,2,7,7,7,7,1,1,1,1,7,7,1,2,,,,,6,6,4,4,4,90,90,80,70,50,50,60,50,99,99,30,30,9,dax,"4,5",1,1,32,,I'm not sure,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,believe,true,false,"People are more likely to believe this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-08 14:16:59,2014-03-08 14:27:09,0,,610,1,2014-03-08 14:27:09,R_ebNs4JSIwWrVHEN,,2,7,7,7,7,1,1,1,1,7,7,4,2,,,,,4,4,5,3,5,99,99,65,85,70,60,40,40,99,99,15,5,9,dax,4,4,1,24,,,2,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,reject,false,true,"People are more likely to reject this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-08 14:27:25,2014-03-08 14:27:36,0,,11,1,2014-03-08 14:27:36,R_8HBimFPBCMXKAqp,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-08 14:31:56,2014-03-08 14:36:29,0,,273,1,2014-03-08 14:36:30,R_cUPKBFc96ciMbc1,,2,7,7,7,7,1,1,1,1,7,7,2,1,3,4,4,4,,,,,5,75,80,60,50,70,70,70,75,90,85,45,20,9,dax,"4,5",1,1,21,No,Moral Opinions,3,2,2,1,There is a God.,9,there is a God,1,reject,false,true,"People are more likely to reject this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-08 14:32:10,2014-03-08 14:37:49,0,,339,1,2014-03-08 14:37:50,R_eQE9FLrMsmVxkFL,,2,7,6,7,7,7,7,5,5,7,7,1,1,3,1,1,1,,,,,5,99,99,80,60,84,70,20,40,99,99,3,3,9,dax,4,1,1,20,no,How people deal with opposing viewpoints/facts,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,believe,true,false,"People are more likely to believe this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-08 14:31:24,2014-03-08 14:37:55,0,,391,1,2014-03-08 14:37:55,R_cuA1l4dgGXFIwL3,,2,7,7,6,6,3,3,4,2,7,7,2,2,,,,,2,2,1,3,6,95,80,60,75,80,85,70,70,100,100,75,10,9,dax,"4,5",1,2,33,No,Beliefs and perceived beliefs.,3,1,2,1,There is a God.,3,there is a God,3,believe,true,false,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-08 14:29:41,2014-03-08 14:38:03,0,,502,1,2014-03-08 14:38:03,R_7aEakXFvvahyAjb,,2,5,6,7,6,7,5,2,5,7,7,1,1,2,2,4,4,,,,,4,100,90,80,70,70,50,60,50,90,95,10,10,9,dax,"4,5",1,1,19,nope some intense memory checks though,peoples additude towards religions and how that  coincides about with their social belifs,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,reject,false,true,"People are more likely to reject this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-08 14:38:32,2014-03-08 14:42:21,0,,229,1,2014-03-08 14:42:22,R_5C3OBHZaWgdCCHj,,2,7,6,6,6,2,2,2,1,7,7,5,2,,,,,6,4,6,3,5,95,90,60,50,50,50,40,30,90,90,30,5,9,dax,"4,5",4,1,26,No.,Morality,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,reject,false,true,"People are more likely to reject this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-08 14:40:10,2014-03-08 14:44:14,0,,244,1,2014-03-08 14:44:15,R_9MOepPqSRsh2eC9,,2,6,6,6,6,1,1,1,1,7,7,3,2,6,7,7,7,,,,,1,80,80,60,75,90,30,16,25,95,90,25,10,9,dax,4,1,2,21,no,Our belief in certain claims,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,reject,false,true,"People are more likely to reject this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-08 14:34:49,2014-03-08 14:45:37,0,,648,1,2014-03-08 14:45:38,R_cSEV01Z2uGNxcfr,,2,7,7,6,5,7,7,5,6,1,7,1,1,,,,,3,3,4,4,3,95,80,50,50,90,75,60,60,80,80,30,30,9,dax,"4,5",1,2,43,I thought the questions about Michael were a little confusing.,"Perhaps to see how people are influenced by books, religion and other information.  Also, to see what people think about religion and how to treat people and animals.",3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,6,believe,true,false,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
