StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q108_1,Q108_2,Q108_3,Q108_4,Q108_5,Q108_6,Q108_7,Q108_8,Q108_9,Q108_10,Q108_11,Q108_12,Q100,Q14,Q14,Q17,Q101_1_1,Q101_2_1,Q101_3_1,Q101_4_1,Q101_5_1,Q101_6_1,Q101_7_1,Q101_8_1,Q101_9_1,Q101_10_1,Q101_11_1,Q101_12_1,Q13,Q13_9_TEXT,Q81,Q82,Q102,Q103,Q106,AcceptReject,SciRelMor,CommonRare,Claim,ClaimSet,Whether,TargetRating,True,Do,NormallyAbnormally,Domain
2013-12-25 14:10:36,2013-12-25 14:18:19,0,,463,1,2013-12-25 14:18:20,R_5v88VV8QbvlZsTr,,2,6,6,5,5,5,5,5,6,7,7,5,4,5,4,4,4,60,60,20,30,70,50,50,5,99,99,35,25,"1,4,6",,1,25,"Some of the questions were a little misleading. Perhaps bold the main purpose, i.e. should versus would",The affect of religion on decisions and intellectual thinking,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,5,true,do,normally,religious
2013-12-25 14:11:35,2013-12-25 14:18:32,0,,417,1,2013-12-25 14:18:33,R_0DJW89SefKYMY3X,,2,7,6,7,6,1,1,2,1,7,7,2,2,4,4,4,4,95,90,85,70,60,50,50,60,100,100,15,10,9,dax,1,26,No,To see how respondents react to a scenario involving their beliefs.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,true,do,normally,scientific
2013-12-25 14:17:19,2013-12-25 14:21:44,0,,265,1,2013-12-25 14:21:44,R_2957bpkPglRRGF7,,2,4,4,7,7,5,5,5,5,7,7,7,3,7,4,7,4,80,60,85,90,70,50,40,50,100,100,20,30,9,dax,2,23,no,no idea,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,4,true,do,normally,scientific
2013-12-25 14:09:07,2013-12-25 14:22:02,0,,775,1,2013-12-25 14:22:02,R_eCCt0Ijigc4ibfD,,2,7,6,3,5,7,7,6,7,7,7,1,2,4,4,4,4,100,100,45,55,70,60,40,60,80,96,50,50,9,dax,2,18,no,It was quite simple and interesting,3,2,2,1,There is a God.,9,there is a God,7,true,do,abnormally,religious
2013-12-25 14:14:57,2013-12-25 14:22:39,0,,462,1,2013-12-25 14:22:40,R_74k6K4ox8gr0evX,,2,7,7,7,6,2,1,1,1,7,7,1,1,4,4,4,4,99,100,40,40,75,40,30,50,100,99,0.1,1,9,dax,1,26,no problems,morality perceptions,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,abnormally,moral
2013-12-25 14:02:50,2013-12-25 14:23:11,0,,1221,1,2013-12-25 14:23:12,R_9NWtQ085Ff7lsW1,,2,6,3,7,6,1,1,1,1,7,7,2,2,4,4,4,4,99,75,50,50,80,85,60,90,100,100,20,20,9,dax,1,29,"No, everything was fine.",To determine our personal beliefs.,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,true,do,normally,moral
2013-12-25 14:17:38,2013-12-25 14:25:10,0,,452,1,2013-12-25 14:25:11,R_9ppAHwMHJFz9wl7,,2,7,7,1,5,7,7,4,5,7,7,2,2,6,6,6,6,100,95,50,75,88,88,40,97,99,99,20,30,9,dax,2,54,no,How we feel about certain issues,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,normally,scientific
2013-12-25 14:22:43,2013-12-25 14:28:24,0,,341,1,2013-12-25 14:28:24,R_1Tk4VAV9OEbtQvb,,2,7,7,7,6,1,1,1,1,7,7,1,1,6,6,6,2,80,98,50,45,75,80,50,75,95,95,10,2,9,dax,1,23,Not really.,"Trying to seek data about our moral beliefs and how, if provided a stimulus of sorts, we change our judgment around our morals. ",3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,abnormally,scientific
2013-12-25 14:20:16,2013-12-25 14:29:50,0,,574,1,2013-12-25 14:29:50,R_0JkJUcCnfjLMlXT,,2,7,7,4,4,4,5,1,1,7,7,1,1,4,4,4,4,95,89,75,40,35,50,30,60,100,100,20,8,9,dax,1,44,No.,,3,2,2,1,There is a God.,9,there is a God,4,true,do,abnormally,religious
2013-12-25 14:24:05,2013-12-25 14:30:35,0,,390,1,2013-12-25 14:30:35,R_cMZgDZVkhEezUC9,,2,7,6,6,3,1,4,1,1,7,7,2,1,6,4,4,4,85,65,45,75,65,45,50,45,99,99,35,35,9,dax,1,34,no,how people's brain works,3,1,2,1,There is a God.,3,there is a God,1,true,do,abnormally,religious
2013-12-25 14:20:01,2013-12-25 14:30:51,0,,650,1,2013-12-25 14:30:52,R_3k3pGEqJXynwTbL,,2,7,6,5,7,6,6,1,3,7,1,1,1,4,4,4,4,98,98,85,80,70,70,60,60,98,98,20,15,9,dax,1,58,"No, easy to understand","Whether or not people understood the theory of the posterior striatum cortex, it's function and how it relates to the truth and is affected by their beliefs.",3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,5,true,do,normally,scientific
2013-12-25 14:23:29,2013-12-25 14:31:23,0,,474,1,2013-12-25 14:31:24,R_b9p2MXeeWkPoXnT,,2,5,6,6,5,4,4,1,1,7,7,1,1,5,1,1,1,70,30,60,50,80,80,50,50,98,50,20,5,9,dax,1,43,no,People's presuppositions,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,true,do,normally,religious
2013-12-25 14:27:30,2013-12-25 14:31:33,0,,243,1,2013-12-25 14:31:33,R_1H136YpVHFHWiwt,,2,5,5,7,6,7,1,1,1,6,6,2,3,4,5,4,4,70,50,44,15,65,65,75,50,80,90,20,40,9,dax,1,21,nothing,morality and god,2,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,true,do,abnormally,moral
2013-12-25 14:26:10,2013-12-25 14:31:38,0,,328,1,2013-12-25 14:31:38,R_2atGtplpWnugTUV,,2,5,6,5,4,4,5,4,6,6,6,3,5,2,2,2,2,80,30,85,30,65,90,75,60,90,90,25,45,9,dax,1,23,No problems.,Religious beliefs and the relationship between those and destiny.,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,true,do,abnormally,religious
2013-12-25 14:26:30,2013-12-25 14:31:53,0,,323,1,2013-12-25 14:31:53,R_8jnj9070d93tgep,,2,7,4,7,6,1,1,1,1,7,7,2,1,6,4,6,5,95,50,60,99,70,80,50,70,100,100,2,10,9,dax,2,68,no,do not know,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,true,do,normally,moral
2013-12-25 14:22:02,2013-12-25 14:34:01,0,,719,1,2013-12-25 14:34:02,R_1ze1S0RnVdE295X,,2,7,7,6,7,6,6,2,5,7,7,5,3,5,4,4,4,95,95,50,60,60,40,40,45,98,98,30,20,9,dax,2,33,Nope.,Whether having scientific proof that something is morally questionable will enhance your beliefs on that subject.,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,normally,moral
2013-12-25 14:30:23,2013-12-25 14:34:48,0,,265,1,2013-12-25 14:34:48,R_6GuJn0aJs3lldpr,,2,7,7,6,5,6,6,5,5,7,7,1,1,4,4,4,4,70,55,38,40,60,40,25,30,99,99,18,10,9,dax,2,36,no,how science affects my spirituality,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,normally,moral
2013-12-25 14:24:53,2013-12-25 14:35:00,0,,607,1,2013-12-25 14:35:00,R_aUUpNMjELR9HbDL,,2,7,6,7,3,5,3,2,2,7,7,5,5,4,4,4,4,90,80,75,55,80,45,15,15,100,100,15,10,9,dax,1,55,The questions seemed too easy causing me to feel like I must be missing something.,get a cross cut of moral beliefs,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,normally,moral
2013-12-25 14:37:10,2013-12-25 14:39:19,0,,129,1,2013-12-25 14:39:20,R_5alGfxZHZeayXzL,,2,3,4,4,5,5,5,5,5,6,6,3,3,5,4,5,3,5,65,65,96,90,50,98,75,100,99,5,50,9,dax,1,24,no,enjoyable,2,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,5,true,do,normally,religious
2013-12-25 14:33:59,2013-12-25 14:40:14,0,,375,1,2013-12-25 14:40:15,R_e9iQVB0oEOaT7i5,,2,5,7,5,7,2,5,1,1,7,7,7,7,6,5,4,4,95,99,70,70,70,50,50,50,99,99,20,30,9,dax,1,24,no,beliefs,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,true,do,abnormally,religious
2013-12-25 14:36:54,2013-12-25 14:42:13,0,,319,1,2013-12-25 14:42:13,R_dp8NHxIgy0RN27z,,2,6,5,4,6,6,4,3,4,7,7,4,3,4,4,4,4,95,95,50,70,85,50,65,65,95,95,70,40,9,dax,1,39,everything seemed fine,moral judgements and opinions on them,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,4,true,do,abnormally,moral
2013-12-25 14:42:20,2013-12-25 14:43:33,0,,73,1,2013-12-25 14:43:33,R_0AJVAZH2TcpLXN3,,2,4,5,6,4,2,4,3,5,3,,4,3,5,5,5,6,50,40,90,50,70,60,20,20,50,50,90,70,9,dax,1,22,no,not sure,3,2,2,1,There is a God.,9,there is a God,2,true,do,abnormally,religious
2013-12-25 14:36:21,2013-12-25 14:43:58,0,,457,1,2013-12-25 14:43:59,R_6nDPCO1111P5jdb,,2,7,7,7,7,1,1,1,1,7,7,1,1,7,4,7,4,90,90,40,35,60,60,60,60,95,90,10,10,9,dax,1,30,No.,perception of others beliefs,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,1,true,do,normally,moral
2013-12-25 14:37:26,2013-12-25 14:48:07,0,,641,1,2013-12-25 14:48:08,R_3R7od9JGsg91BkN,,2,7,7,1,5,7,7,7,7,7,7,1,1,4,4,4,4,100,100,0,80,100,100,100,100,100,100,0,0,9,dax,2,27,no,analysis of one's beliefs,3,1,2,1,There is a God.,3,there is a God,7,true,do,normally,religious
2013-12-25 14:41:02,2013-12-25 14:50:02,0,,540,1,2013-12-25 14:50:02,R_6u4TDb0GIFeKz5j,,2,7,4,6,6,5,2,4,3,7,7,2,1,4,4,4,4,85,50,70,60,82,60,50,70,99,95,15,10,9,dax,1,38,"It seemed somewhat repetitive, but there were subtle differences that mattered. ","Science and faith, in some combination",3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,6,true,do,normally,scientific
2013-12-25 14:42:57,2013-12-25 14:50:09,0,,432,1,2013-12-25 14:50:10,R_5gxezthxxFtmSLH,,2,6,6,5,6,4,4,3,3,7,7,2,2,4,4,4,4,95,69,80,70,75,50,50,45,95,75,8,8,9,dax,1,27,,,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,6,true,do,abnormally,scientific
2013-12-25 14:45:45,2013-12-25 14:51:33,0,,348,1,2013-12-25 14:51:34,R_aWRILAID9eABQC9,,2,7,7,7,7,1,1,1,1,7,7,2,2,4,4,4,4,100,100,55,75,75,70,65,65,99,95,25,25,9,dax,2,31,I did not have any problems.,"How people's moral beliefs can be influenced. ",3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,abnormally,moral
2013-12-25 14:50:47,2013-12-25 14:56:45,0,,358,1,2013-12-25 14:56:46,R_0JxCVPyn5nHc7k1,,2,5,5,1,4,1,1,5,5,7,7,5,1,4,4,4,2,50,90,50,60,80,90,60,90,99,99,20,20,9,dax,2,55,no,If beliefs can be changed,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,1,true,do,abnormally,scientific
2013-12-25 14:55:09,2013-12-25 15:03:37,0,,508,1,2013-12-25 15:03:37,R_38yVZbARQhojv5H,,2,6,6,6,6,7,1,5,7,4,4,4,4,4,4,4,4,90,50,50,40,20,45,90,60,90,90,90,10,9,dax,2,48,No,I think the purpose of this study is to analyze moral judgements.,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,true,do,normally,scientific
2013-12-25 14:59:05,2013-12-25 15:04:38,0,,333,1,2013-12-25 15:04:38,R_0MM4XLCDSYau0Jf,,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70,70,70,70,70,70,70,70,70,70,70,70,9,dax,2,34,,,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,4,true,do,abnormally,scientific
2013-12-25 14:57:11,2013-12-25 15:06:25,0,,554,1,2013-12-25 15:06:26,R_bKMjD9AUNaHrhgF,,2,7,4,7,5,1,1,1,1,7,7,1,1,7,7,7,7,99.9,75,90,30,90,70,70,70,99.9,99.9,1,1,9,dax,1,73,No,Believe in the supernatural and animal and people cruelty.,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,normally,moral
2013-12-25 15:05:42,2013-12-25 15:08:32,0,,170,1,2013-12-25 15:08:33,R_b7oIjCbjDzih3vv,,2,4,5,4,5,5,5,4,3,4,5,5,5,3,6,5,4,15,99,26,45,45,33,65,90,33,62,45,80,9,dax,1,27,no,i don't know,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,true,do,abnormally,religious
2013-12-25 15:09:25,2013-12-25 15:14:18,0,,293,1,2013-12-25 15:14:18,R_8qTqwIGlbg8jew5,,2,7,5,7,4,1,1,1,1,6,6,1,1,4,4,4,4,95,65,65,80,70,65,50,50,1,98,10,10,9,dax,1,23,None,Bias about knowing information about the brain,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,1,true,do,normally,moral
2013-12-25 15:08:03,2013-12-25 15:14:31,0,,388,1,2013-12-25 15:14:31,R_brQcX5YcTAFRECF,,2,7,6,7,7,4,5,6,4,7,7,4,4,1,5,1,1,100,100,50,85,50,65,50,60,85,70,45,35,9,dax,2,30,n/a,our belief system,3,1,2,1,There is a God.,3,there is a God,4,true,do,abnormally,religious
2013-12-25 15:13:08,2013-12-25 15:17:52,0,,284,1,2013-12-25 15:17:53,R_7TBAet0oTc5bgfb,,2,7,7,7,6,1,1,1,1,7,7,4,2,4,4,1,4,98,85,70,85,75,30,15,15,99,98,5,3,9,dax,1,27,no,i dont know,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,true,do,normally,religious
2013-12-25 15:11:23,2013-12-25 15:24:25,0,,782,1,2013-12-25 15:24:26,R_cAyuqESCM8gcEwB,,2,7,5,6,6,5,7,7,7,6,7,5,2,5,5,4,6,100,87,95,90,70,80,100,97,100,100,15,5,"1,3,4",,2,21,no,its about humans having similarities with other species.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,true,do,normally,scientific
2013-12-25 15:20:23,2013-12-25 15:25:46,0,,323,1,2013-12-25 15:25:47,R_bdxoEDyFY5SkgGp,,2,7,4,7,2,1,1,1,1,7,7,1,1,4,4,4,4,100,10,75,20,75,75,50,75,100,100,10,25,9,dax,1,,no problems,to see if people believe in a higher power,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,true,do,abnormally,moral
2013-12-25 15:26:06,2013-12-25 15:30:05,0,,239,1,2013-12-25 15:30:05,R_79haBm8hpRSyZfv,,2,5,5,5,5,5,5,4,5,4,4,4,4,5,4,4,5,70,80,60,60,50,50,50,50,50,50,20,50,9,dax,1,18,Nope,Pscyhology,1,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,5,true,do,normally,scientific
2013-12-25 15:33:26,2013-12-25 15:41:34,0,,488,1,2013-12-25 15:41:34,R_db7hcjHkoX5o9s9,,2,7,6,7,7,2,1,1,1,7,7,4,2,6,1,1,1,77,75,45,24,85,46,21,45,89,66,12,8,9,dax,1,29,mostly no,Evaluating and measuring second-order beliefs in Americans.,3,2,2,1,There is a God.,9,there is a God,2,true,do,abnormally,religious
2013-12-25 15:35:04,2013-12-25 15:46:26,0,,682,1,2013-12-25 15:46:27,R_8B2rtRAc60EsOlD,,2,5,5,6,7,3,3,5,5,7,7,3,2,5,4,5,4,80,80,70,65,50,40,30,40,90,90,20,30,9,dax,1,22,No problems.,This survey is about peoples morals and beliefs.,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,normally,moral
2013-12-25 15:31:58,2013-12-25 15:51:06,0,,1148,1,2013-12-25 15:51:07,R_9ZUwdMuZpCk2RJX,,2,6,5,6,7,6,3,6,5,7,7,7,3,6,4,6,5,70,60,40,100,30,20,20,40,80,80,30,0,9,dax,2,31,no,human beliefs,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,6,true,do,abnormally,scientific
2013-12-25 15:52:57,2013-12-25 15:57:47,0,,290,1,2013-12-25 15:57:48,R_e4po8sE68IlI7Q1,,2,7,7,7,6,6,2,2,6,7,7,6,1,3,3,3,3,80,80,70,40,70,60,40,40,80,100,10,10,9,dax,2,21,No,How scientific information affects religious beliefs,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,2,true,do,abnormally,religious
2013-12-25 15:55:09,2013-12-25 16:04:39,0,,570,1,2013-12-25 16:04:39,R_dhUPOpAU3Zpazdj,,2,5,6,6,5,5,5,3,3,7,7,3,2,4,4,4,4,95,95,70,75,40,45,40,40,100,100,5,2,9,dax,2,46,No problems.,ability to remember facts/instruction,3,1,2,1,There is a God.,3,there is a God,5,true,do,normally,religious
2013-12-25 16:07:04,2013-12-25 16:10:53,0,,229,1,2013-12-25 16:10:53,R_57rNdUmmY7NS0Yt,,2,4,7,7,7,1,1,1,1,7,7,2,2,3,3,4,4,90,35,45,40,70,75,60,75,80,80,15,30,9,dax,2,24,no,not sure,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,true,do,abnormally,moral
2013-12-25 16:09:34,2013-12-25 16:15:01,0,,327,1,2013-12-25 16:15:02,R_ahO8ezvOzNl28lf,,2,5,6,7,6,4,4,2,3,7,3,3,2,6,4,4,4,98,98,60,50,80,70,40,40,98,90,10,40,9,dax,1,25,Nope.,Beliefs and levels of confidence about those beliefs.,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,5,true,do,normally,scientific
2013-12-25 16:12:55,2013-12-25 16:18:04,0,,309,1,2013-12-25 16:18:04,R_8dIE7imqyV6GmTb,,2,7,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,75,90,25,75,75,75,75,75,100,100,25,10,9,dax,1,29,No.,I think it was about what people believe in.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,normally,scientific
2013-12-25 16:13:43,2013-12-25 16:20:23,0,,400,1,2013-12-25 16:20:23,R_e9julFgp6qoczQx,,2,5,4,4,4,3,3,4,4,5,4,3,3,5,5,5,5,99,50,40,80,50,50,70,50,50,90,40,59,9,dax,1,21,no,interesting!,2,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,5,true,do,abnormally,moral
2013-12-25 16:17:30,2013-12-25 16:24:32,0,,422,1,2013-12-25 16:24:33,R_8w6b9BawjxK7qPr,,2,6,3,5,5,4,2,4,2,6,6,1,1,3,5,5,5,90,90,80,20,95,70,64,80,99,97,23,10,9,dax,1,22,No,The beliefs of people,1,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,1,true,do,normally,moral
2013-12-25 16:10:08,2013-12-25 16:25:08,0,,900,1,2013-12-25 16:25:09,R_cSZk3FsBlZXtjsF,,2,5,6,7,6,7,4,5,6,7,7,3,2,6,7,7,6,85,99,99,80,98,80,75,95,99,99,30,10,9,dax,1,54,no,beliefs and religion,3,2,2,1,There is a God.,9,there is a God,7,true,do,normally,religious
2013-12-25 16:22:34,2013-12-25 16:28:58,0,,384,1,2013-12-25 16:28:58,R_3xvUWJzYFiyfZmR,,2,7,6,4,4,6,4,5,6,7,7,2,2,4,4,4,4,99,90,80,70,90,10,80,90,100,99,20,10,9,dax,1,44,no,not sure,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,abnormally,scientific
2013-12-25 16:24:54,2013-12-25 16:29:36,0,,282,1,2013-12-25 16:29:37,R_cOnOnNMgcDxV2UB,,2,6,6,5,3,7,6,5,6,7,6,2,2,5,4,6,4,100,100,80,15,75,50,60,40,90,100,50,30,9,dax,2,29,no,ethical/moral behavior,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,abnormally,moral
2013-12-25 16:22:17,2013-12-25 16:31:46,0,,569,1,2013-12-25 16:31:47,R_8cXJbNfF7rW5M4l,,2,6,5,6,5,6,7,4,6,7,7,6,3,5,5,5,5,50,70,50,80,70,50,45,40,90,90,70,80,9,dax,2,28,no,about God and person's believes.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,true,do,normally,scientific
2013-12-25 16:23:23,2013-12-25 16:32:48,0,,565,1,2013-12-25 16:32:49,R_571KOFcR8624WuV,,2,6,6,5,7,7,7,5,6,7,7,2,1,6,6,6,5,95,95,45,65,55,60,40,35,99,99,15,10,9,dax,1,24,There did not appear to be anything confusing in this survey.,I believe this survey had to do with how certain beliefs correlate with our religious beliefs.,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,5,true,do,normally,religious
2013-12-25 16:28:13,2013-12-25 16:34:16,0,,363,1,2013-12-25 16:34:17,R_e5ph1F7N9UKtuNn,,2,7,7,7,7,1,1,3,1,7,7,2,3,4,4,4,5,100,100,60,60,40,40,40,40,100,100,30,25,9,dax,1,26,no,opinnion on various topics,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,abnormally,scientific
2013-12-25 16:31:06,2013-12-25 16:36:20,0,,314,1,2013-12-25 16:36:20,R_cZlacavK4KIIRb7,,2,6,5,6,6,6,4,4,4,7,7,3,3,5,6,6,5,95,90,50,50,70,65,60,60,99,99,40,25,9,dax,1,24,"No, everything was explained already.",Seeing what people believe.,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,true,do,abnormally,religious
2013-12-25 16:37:42,2013-12-25 16:43:54,0,,372,1,2013-12-25 16:43:55,R_0GO7gMUv7viHHGB,,2,7,7,7,4,6,4,5,5,7,4,5,4,4,4,4,4,85,50,75,50,85,85,45,65,100,65,30,15,9,dax,2,20,"Too many words. I believe that an average person taking this survey would have a hard time understanding the stituation for the study. ",I'm not sure.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,true,do,normally,scientific
2013-12-25 16:38:40,2013-12-25 16:45:06,0,,386,1,2013-12-25 16:45:06,R_ahFeWvBRQrJ7aKx,,2,6,6,4,5,7,6,4,5,7,7,2,2,7,7,7,7,80,80,60,80,45,50,50,40,99,80,25,25,9,dax,1,27,no,no idea,3,2,2,1,There is a God.,9,there is a God,7,true,do,normally,religious
2013-12-25 16:43:13,2013-12-25 16:45:53,0,,160,1,2013-12-25 16:45:53,R_b2z01DyIuhCJzGl,,2,7,7,6,7,1,1,2,1,4,7,1,1,4,4,4,4,85,60,60,60,50,35,25,35,60,50,15,15,9,dax,1,19,none,unsure,3,1,2,1,There is a God.,3,there is a God,1,true,do,normally,religious
2013-12-25 16:36:18,2013-12-25 16:46:15,0,,597,1,2013-12-25 16:46:15,R_4GHFIUuanKVtEwt,,2,7,7,7,6,5,4,2,1,6,7,4,3,5,4,5,4,90,90,50,60,50,40,60,20,90,20,30,30,9,dax,1,22,no problem,how can unrelated  data might influence our beliefs,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,normally,scientific
2013-12-25 16:43:10,2013-12-25 16:47:29,0,,259,1,2013-12-25 16:47:29,R_8BmExu3CrFkozuR,,2,6,6,7,6,2,2,3,3,6,6,4,3,6,7,4,5,80,70,40,60,80,80,85,85,95,95,30,20,9,dax,2,25,Nope,Beliefs about scientific perceptions and attitudes,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,true,do,normally,scientific
2013-12-25 12:46:49,2013-12-25 12:49:46,0,,177,0,2013-12-25 16:49:59,R_cNo2E9iN7QeG2QR,,2,6,7,7,6,7,7,7,7,7,7,2,1,5,5,,,,,,,,,,,,,,,,,,,,,,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,7,true,do,normally,religious
2013-12-25 16:49:54,2013-12-25 16:54:25,0,,271,1,2013-12-25 16:54:25,R_b7LWa1AHwiRqIMl,,2,6,4,6,1,1,1,1,1,7,7,1,1,4,4,4,4,100,75,50,20,75,50,30,30,90,90,10,10,9,dax,1,62,,tying moral beliefs to physical characteristics,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,abnormally,moral
2013-12-25 16:52:37,2013-12-25 16:56:53,0,,256,1,2013-12-25 16:56:54,R_4Si1w4XbWgJJciN,,2,7,7,4,7,5,4,2,3,7,7,6,1,7,7,6,6,85,85,50,50,65,50,50,45,100,100,20,10,9,dax,2,29,,thoughts on morality and whether it is learned or physiologically ingrained.,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,6,true,do,normally,moral
2013-12-25 16:53:03,2013-12-25 16:58:32,0,,329,1,2013-12-25 16:58:33,R_cA650Qve1GLGV2B,,2,7,7,4,4,4,2,3,3,7,7,2,1,6,4,6,4,95,95,55,45,93,85,85,85,99,99,8,4,9,dax,1,26,"No, nothing was confusing.",How strong our religious beliefs are.,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,3,true,do,normally,religious
2013-12-25 16:51:20,2013-12-25 16:59:12,0,,472,1,2013-12-25 16:59:12,R_ebuNuVxAMakosXH,,2,7,5,7,5,1,1,1,1,7,7,1,1,3,4,4,4,90,80,60,75,80,85,60,80,95,90,20,5,9,dax,1,22,No,"Individual beliefs ",3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,true,do,abnormally,moral
2013-12-25 13:00:35,2013-12-25 13:00:41,0,,6,0,2013-12-25 17:01:14,R_6g7GHQIl4pRBfCJ,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-25 17:02:32,2013-12-25 17:09:11,0,,399,1,2013-12-25 17:09:11,R_9t1BFqv9wrAvXfL,,2,7,7,6,7,6,5,1,6,7,7,2,2,4,4,4,4,100,99,33,75,50,60,30,65,100,100,50,30,9,dax,1,32,none,To see if peoples beliefs would change based on a certain scientiffic studies.,3,2,2,1,There is a God.,9,there is a God,6,true,do,abnormally,religious
